"Change
Ind.","Valid
From","Valid
Until",ID,Airway,From,To,"Point or
Airspace",Utilization,"Time
Applicability",Categorisation,"Operational
Goal",Remarks,ATC Unit,NAS/FAB,"Release
Date","Special Event and 
Crisis"
,,,EDYX1174,,,,EDGTASBON,"NOT AVBL FOR TFC
1. VIA EDYYHRHR AND-THEN VIA EDGTASBON EXC
    a. VIA TUSUK
    b. VIA ((ASBON, UMUPU) DCT (EDISA, KRH, KUNOD, UTABA, BATUB))
    c. VIA (ASBON DCT ELVET) & ABV FL365 AT ASBON
----------
NOT AVBL FOR TFC
1. VIA (EDYYBOLN, EDYYBNIK) AND-THEN VIA EDGTASBON
2. VIA EDGTASBON AND-THEN VIA (AMASI, GUBAX, MONAX)
3. VIA EDGTASBON AND-THEN VIA UMUPU EXC VIA (NAVPI, TACHA)
4. VIA ((ASBON, UMUPU) DCT (EDISA, KRH, KUNOD, UTABA, BATUB))
5. VIA (EDYYHCEL, EDYYHSOL, EDYYDHOL) AND-THEN VIA EDGTASBON EXC VIA ELVET","H24
----------
1. 05:00-23:00 (04:00-22:00)
2. H24
3. H24
4. 04:00-22:30 (03:00-21:30)
5. H24",S,"Free Route Flow restriction via Gate to allow additional  x-border FRA options and to ensure LoA and OLDI conditions.  
1.a. x border DCT via the gate to TUSUK are unrestricted. For segments downstream after TUSUK see ED2277.
Option 1.b is limited to night only -  see 4 in second part.
All listed DCTs are part of EDUUFRAW (MIN FL245).
For option 1.c see RAD ANNEX 3B (H24, MIN FL385).
-----
To avoid unusual sector sequence and enforce anchor points.
1. Eastbound traffic via the Brussels sectors of Maastricht UAC shall file via MATUG, LIRSU or cross-border FRA options across gate EDGTLIRSU. 
2. Listed forbidden EDUUFRAW Intermediate points are not available via the gate. 
3. To enforce certain anchor points towards TUSUK. 
4. To limit these DCTs to night only (during day anchor point TUSUK is enforced).
5. South-West bound traffic crossing specified sectors can use gate EDGTASBON via ELVET. South/South-East bound traffic shall use gates EDGTXAROL or gates further East.",,"(EDUUUAC, EDYYUAC)","ED,YX",31 MAY 2025,
,,,EDYX1175,,,,EDGTTIVUN,"NOT AVBL FOR TFC
VIA EDYYHRHR AND THEN VIA EDGTTIVUN
EXC VIA
1. (DODEN, TIVUN)
2. (TUVTI Z841, ONUNE DCT) GMH
----------
NOT AVBL FOR TFC
VIA EDYYBUTA AND THEN VIA EDGTTIVUN","H24
----------
05:00-23:00 
(04:00-22:00)",S,"Free Route Flow restriction via Gate to allow additional x-border FRA options and to ensure LoA and OLDI conditions.  
For segments downstream see the respective FRA Flow restrictions (for DODEN-ED2578, GMH-ED2283, TIVUN-ED2285).
------
To avoid unusual sector sequence. 
Eastbound traffic via the Brussels sectors of Maastricht UAC shall file via MATUG, LIRSU or cross-border FRA options across gate EDGTLIRSU.",,"EDUUUAC, EDYYUAC","ED,YX",28 MAY 2025,
,,,EDYX1176,,,,EDGTTIVUN,"NOT AVBL FOR TFC
VIA EDGTTIVUN AND-THEN VIA EDYYHRHR_x000D_
EXC VIA_x000D_
(MASEK, RAPET, SWALM) & ABV FL335_x000D_
AND-THEN VIA EDGTTIVUN & ABV FL335
----------
NOT AVBL FOR TFC
1. VIA EDUUWUR1Z AND-THEN VIA EDGTTIVUN
2. VIA (EDUUSAL1A, EDUUSLN1S) AND-THEN VIA EDGTTIVUN
3. VIA EDGTTIVUN AND-THEN VIA EDYYBUTA
4. VIA EDGTTIVUN AND-THEN VIA (RAVLO, MIMVA)
5. VIA EDGTTIVUN AND-THEN VIA EDYYHRHR AND-THEN VIA (EDYYHMNS, EDYYDJEV, EGPXHUM)","04:00-22:30 (03:00-21:30) 
----------
1. 04:00-22:30 (03:00-21:30) 
2. H24
3. 05:00-23:00 (04:00-22:00)
4. 05:00-23:00 (04:00-22:00)
5. 05:00-23:00 (04:00-22:00)",S,"Free Route Flow restriction via Gate to allow additional  x-border FRA options and to ensure LoA and OLDI conditions.  
Note, options 1a and b are connected from EDUUERL1R sector via RAD ANNEX3B DCTs to MASEK or via EDUUFRAW from GASKA.
Restriction 2 to enforce other route options.
------
1, 2. To avoid unusual sector sequence.
3. Westbound traffic via the Brussels sectors of Maastricht UAC shall file via ADKUV, LIRSU or cross-border FRA options across gate EDGTLIRSU.
4, 5. To avoid sharp turns. Northwest bound traffic towards the North Sea sector of London AC, via the Humber sector Scottish AC or via the Maastricht UAC Jever / Muenster sectors shall file via MAPOX or cross-border FRA options via gate EDGTMAPOX. Traffic via gate EDGTTIVUN shall proceed towards NOGRO, ABNED, GALSO or night options via SOMVA.",,"EDUUUAC, EDYYUAC","ED,YX",08 MAY 2025,
,,,EDYX1177,,,,EDGTMAPOX,"NOT AVBL FOR TFC
1. VIA EDGTMAPOX BTN FL245-FL295_x000D_
   AND-THEN VIA EDYYHMNS_x000D_
   EXC VIA _x000D_
   a. (MAPOX (L604, DCT) BIGGE)_x000D_
   b. (SOGMI Z850 ARPEG)_x000D_
   c. (AMETU T852 EKSAK)_x000D_
2. VIA EDGTMAPOX BTN FL295-FL335 _x000D_
   AND-THEN VIA EDYYHMNS_x000D_
   EXC VIA MAPOX_x000D_

----------
NOT AVBL FOR TFC
1. VIA EDGTMAPOX AND-THEN VIA EDYYBUTA
2. VIA EDGTMAPOX AND-THEN VIA (EDYYDHOL, EDYYHCEL, EDYYHSOL)
3. VIA EDGTMAPOX AND-THEN VIA TORNU","H24
----------
H24",S,"Free Route Flow restriction to allow additional  x-border FRA options and to ensure LoA and OLDI conditions.  
1. lower FL band - routing via 1a is required to avoid sector clipping / balcony issue. 
  ARR flows via listed points in 1b, c are  normally calculated below MUAC by PTR, here listed to avoid CFSP calculation issues.
2. Traffic via the middle FL band need to file via MAPOX (no additional x border options).
Note, NW bound via Gate ABV FL335 no restriction in regard to x border options.
------
To avoid sharp turns and unexpected sector sequence. 
1. Westbound traffic via the Brussels sector group shall file via LIRSU Gate (EDGTLIRSU).
2. Northbound traffic via Holstein, Celle or Solling sector shall file via ELNAT Gate (EDGTELNAT) or via BERXO Gate (EDGTBERXO).
3. Traffic cannot cross the MAPOX Gate and then proceed via waypoint TORNU. When EHTRA12AZ is active, traffic shall plan via TIVUN Gate (EDGTTIVUN) and then towards TORNU or via MAPOX Gate and then via OTMEC - NIGUG.",,"(EDUUUAC, EDYYUAC)","ED,YX",22 JAN 2025,
,,,EDYX1178,,,,EDGTPITES,"NOT AVBL FOR TFC
VIA EDYYBLUX AND THEN VIA EDGTPITES
EXC VIA
1. (BITBU, EXCOS, LIMGO, PITES)
2. (KOMOB, RITAX) DCT BANUX DCT (BABEG, VEKIR)
3. (KOMOB, RITAX) DCT KRH
4. (KOMOB, RITAX) DCT EDISA
----------
NOT AVBL FOR TFC
1. VIA EDYYBOLN AND THEN VIA EDGTPITES 
   EXC DEP (EHBD, EHEH) VIA LNO
2. VIA EDYYBNIK AND THEN VIA EDGTPITES AND THEN VIA EDUUFFM1F","H24
----------
1. 05:00-23:00 (04:00-22:00)
2. H24",S,"Free Route Flow restriction via Gate to allow additional x-border FRA options and to ensure LoA and OLDI conditions. 
Eastbound traffic shall file either (unchanged) via points listed in option 1 (including addition of EXCOS / ED2869) or via additional x-border offers.
For routings via points listed in option 1 see also further FRA limitations (ED2388, ED2397, ED2396, ED2869). 
All DCTs are part of EDYYFRA and EDUUFRAW (MIN FL245).
------
1. To avoid sector clipping. Eastbound traffic via the Olno sector of Maastricht UAC shall file via LIRSU, MATUG or cross-border FRA options via Gate EDGTLIRSU.
2. To avoid unusual sector sequence and force traffic on shorter routings. Eastbound traffic via the Nicky sector of Maastricht UAC and later via the Frankfurt sector of Karlsruhe UAC shall file via MATUG or cross-border FRA options via gate EDGTLIRSU.",,"EDUUUAC, EDYYUAC","ED,YX",25 JUL 2024,
,,,EDYX1179,,,,EDGTLIRSU,"NOT AVBL FOR TFC
1. VIA EDGTLIRSU AND-THEN VIA EDYYHRHR_x000D_
2. VIA EDGTLIRSU AND-THEN VIA EDYYDWST EXC VIA LIRSU DCT LNO N852 VELED_x000D_
3. VIA EDGTLIRSU AND-THEN VIA (EDYYBLUX, LFEECTA)_x000D_
4. VIA EDGTLIRSU AND-THEN VIA (NOGRO, ABNED, GALSO)_x000D_
5. VIA EDGTLIRSU AND-THEN VIA EDYYBOLN AND-THEN ARR (ED**, EBAW, EBCV, EBCI, EBLG, EBZW, EHBD, EHBK, EHEH, EHGR, EHTW, EHVK, EHWO, LFGA, LFSG, LFSO, LFST, METZ_GROUP)","1. 05:00-23:30 (03:30-23:30)_x000D_
2, 3, 4. 05:00-23:00 (04:00-22:00)_x000D_
5. H24",S,"1. To avoid sharp turns. Westbound traffic crossing the gate EDGTLIRSU shall continue westbound across the Brussels sectors of Maastricht UAC.
2. To support tactical handling of flights by ATC. Traffic crossing the small interface between the Olno and Delta sector of Maastricht UAC shall file via dedicated routing.
3, 4. To avoid sharp turns  Westbound traffic via the Luxembourg sector of Maastricht UAC or via Reims ACC shall file via NOSPA, BETEX, LIMGO or cross-border FRA options across gate EDGTPITES.
5. LoA requirement Maastricht UAC / Karlsruhe UAC. Traffic shall plan the transition into the lower airspace before the FIR boundary between Germany / Luxembourg.",MUAC reference NCLB,"EDUUUAC, EDYYUAC","ED,YX",02 OCT 2024,
,,,EDYX1180,,,,EDGTASBON,"NOT AVBL FOR TFC
VIA EDGTASBON AND THEN VIA EDYYHRHR
EXC VIA 
1. OBOKA (Z28 DIBIR, Z29 TORNU)
2. SOSAD DCT OBOKA ABV FL375
3. PETOM TYPE MIL
4. UMUPU DCT TORNU AND DEP (HE**, LC**, LG**, LT**) AND ARR (EGGW, EGSS)","1, 2, 3. 05:00-23:00 (04:00-22:00)
4. SUMMER 20:30-22:00",S,"Free Route Flow restriction via gate. North-/Westbound traffic via gate EDGTASBON is limited to specific routes. Traffic overflying EDUU shall file via ADKUV (or cross-border FRA options via EDGTLIRSU), via TIVUN (or cross-border FRA options via EDGTTIVUN) or via MAPOX (or cross-border FRA options via EDGTMAPOX). During night, overflights can cross gate EDGTASBON in north-/northwest bound direction.",,"EDUUUAC, EDYYUAC","ED,YX",25 JUL 2024,
,,,EDYX1181,,,,EDGTPITES,"NOT AVBL FOR TFC
1. VIA EDGTPITES AND-THEN VIA EDYYBOLN_x000D_
2. VIA EDGTPITES AND-THEN VIA EDYYBNIK EXC VIA (BITBU Y181 DEMUL)_x000D_
3. VIA EDGTPITES AND-THEN VIA (LFEECTA, LFFFCTA) EXC VIA (IDOSA (UN857, DCT) TOLVU)_x000D_
4. VIA EDGTPITES AND-THEN ARR (LFLA, LFOB, LFOC, LFOJ, LFOX, LFOZ, LFPB, LFPG, LFPM, LFPN, LFPO, LFPT, LFPV, LFPY) EXC VIA (NOSPA, BETEX)_x000D_
5. VIA EDGTPITES AND-THEN VIA EDYYBLUX AND-THEN ARR (ED**, EBAW, EBCV, EBCI, EBLG, EBZW, EHBD, EHBK, EHEH, EHGR, EHTW, EHVK, EHWO, LFGA, LFJL, LFSG, LFSN, LFSO, LFST)","1. 05:00-23:30 (03:30-23:30)_x000D_
2. 05:00-23:30 (03:30-23:30)_x000D_
3. 05:00-23:30 (03:30-23:30)_x000D_
4. 05:00-23:00 (04:00-22:00)_x000D_
5. H24",S,"1, 2. To achieve correct sector sequence. Westbound flights via the Olno or Nicky sector of Maastricht UAC shall file via LIRSU, ADKUV or cross-border FRA options via gate EDGTLIRSU. Westbound flights via gate EDGTPITES shall proceed towards France UIR. Exempted are departures via ATS-Route Y181.
3. To achieve separation of westbound from eastbound flows within the Luxembourg sector of Maastricht UAC. Westbound traffic via MUAC FRA exit point TOLVU shall file via intermediate waypoint IDOSA.
4. To support tactical handling of flights by ATC. Traffic to specified aerodromes shall file via NOSPA or BETEX.
5. LoA requirement Maastricht UAC / Karlsruhe UAC. Traffic shall plan the transition into the lower airspace before the FIR boundary between Germany / Luxembourg.",MUAC reference NCLB,"(EDUUUAC, EDYYUAC)","ED,YX",16 DEC 2024,
,,,EDYX1182,,,,EDGTOTMON,"NOT AVBL FOR TFC
VIA EDYYHSOL AND THEN VIA EDGTOTMON
EXC VIA
(BOMBI, SOGMI, SWALM)
----------
NOT AVBL FOR TFC
1. VIA EDYYHSOL AND THEN 
   VIA EDGTOTMON BTN FL245-FL325","H24
----------
H24",S,"Free Route Flow restriction via Gate to allow additional x-border FRA options and to ensure LoA and OLDI conditions.  
First part -general rule- to enable Southbound connection only via certain FRA points (downstream I points SOGMI / ED2395, SWALM/ ED2583, BOMBI/ ED2345 enabling x FRA DCTs including options via OTMON).

Note, deviating parity is required for all DCT segments or x border FRA DCTs via the gate: ODD FL
------
Second part to limit the x border options and those via OTMON Southbound via the gate.
1. Traffic at specified FL range shall file via EDGTOTMON in order to segregate this southbound flow from the northbound departure flow along ATS-route Y150.",deviating parity information,"(EDUUUAC, EDYYUAC)","ED,YX",13 JAN 2025,
,,,EDYX1183,,,,EDGTOTMON,"NOT AVBL FOR TFC
1. VIA EDGTOTMON AND THEN VIA EDYYHSOL
EXC VIA
    a. (TESGA DCT OTMON (Y150, DCT) TOLGI)
    b. (NATSU Y150 TOLGI)",05:00-23:00 (04:00-22:00),S,Free Route Flow restriction via Gate to allow only x border FRA operations during night and the listed options during day (EDUUFRAW above FL245 refers).,,"(EDUUUAC, EDYYUAC)","ED,YX",13 JAN 2025,
,,,EDYX1184,,,,EDGTELNAT,"NOT AVBL FOR TFC
VIA EDYYHSOL AND THEN VIA EDGTELNAT
EXC VIA (BERXO, ELNAT, WERRA)",04:00-22:30 (03:00-21:30),S,"Free Route Flow restriction via Gate to allow only limited FRA operations.
Southbound traffic allowed via listed FRA points only to segregate opposite flows. (for detailed limitations via these points see ED2562 and ED2558).",,"(EDUUUAC, EDYYUAC)","ED,YX",13 JAN 2025,
,,,EDYX1185,,,,EDGTBERXO,"NOT AVBL FOR TFC
VIA EDYYHSOL AND THEN VIA EDGTBERXO
EXC VIA 
1. OSBIT DCT DINKU
   DEP EDWWFIR
2. SILWE DCT OSBIT P605 TOSTU
3. RIMET T157 KOKEB",04:00-22:30 (03:00-21:30),S,"Free Route Flow restriction via Gate to allow only limited FRA operations.
First part -Southbound- allows x border FRA segments to OSBIT and SILWE and should be downstream connected via listed routings. Routings via ELNAT (ED2558) or BERXO (ED2562) are as well available as being aligned accordingly.
ARR flows via T157 are normally calculated below Karlsruhe UAC Fulda sector by PTR, here listed to avoid CFSP calculation issues.
Deviating parity information: 
Option 1 - all x-border DCTs via EDGTBERXO to OSBIT odd RFL.",deviating parity information,"EDUUUAC, EDYYUAC","ED,YX",06 OCT 2023,
,,,EDYX1186,,,,EDGTKATCE,"NOT AVBL FOR TFC
VIA EDGTKATCE AND-THEN VIA EDYYHSOL 
EXC VIA ((GAVLI, KILNU, VEXIL, SODRO, VARIK, LASGA, ARMUT, LULAR, LAMSI) DCT KATCE)
----------
NOT AVBL FOR TFC
1. VIA EDGTKATCE AND-THEN VIA EDYYHRHR EXC VIA (KATCE DCT WRB)_x000D_
2. VIA EDGTKATCE AND-THEN VIA EDYYDHOL_x000D_
3. VIA EDGTKATCE AND-THEN ARR ED**_x000D_
4. VIA EDGTKATCE AND-THEN ARR ET** EXC ARR ETNG","H24
----------
H24",S,"Part 1
Free Route Flow restriction - to limit the gate for TFC on listed DCTs to KATCE only (to avoid traffic to close to boundary and deconflict traffic). Note, for DCTs EDUUFRAE refers (FL315-660) but for SODRO DCT KATCE see RAD ANNEX 3B  (FL195-660)
----
1. Westbound traffic via the Ruhr sector of MUAC shall file via intermediate waypoint WRB after KATCE to avoid left turns at KATCE and  potential conflicts with northbound traffic from the Fulda sector of KUAC.
2. To avoid sharp turns. Flights via Holstein sector of MUAC shall plan via KUMER, ZUCKA or x-FRA north of gate KATCE.
3, 4. Listed ARR shall not file via gate EDGTKATCE. (limiting the gate for overflights towards Dutch airspace or beyond). Limited ARR may use nearby FRA points like KUMER, ZUCKA, ABGUS or x- FRA options north of the gate.",,"EDUUUAC, EDYYUAC","ED,YX",10 FEB 2025,
,,,EDYX1187,,,,EDGTRISOK,"NOT AVBL FOR TFC
VIA EDYYHSOL",H24,S,"FRA Flow rule to allow all traffic via the gate (e.g. North-South, South-North), except if via nearby EDYYHSOL (in all direction), to avoid certain short sector clipper.",,"EDUUUAC, EDMMAAC","ED,YX",06 OCT 2023,
,,,EDYX1188,,,,EDGTELNAT   ,"NOT AVBL FOR TFC
VIA EDGTELNAT AND THEN VIA EDYYHSOL 
EXC VIA (BERXO, ELNAT, MASEK)
----------
NOT AVBL FOR TFC
VIA EDGTELNAT AND THEN 
1. VIA (EDUUOSE1O, EDUUHVL1H, EDWWCTAO) EXC VIA BERXO DCT UPDAT
2. VIA (EDUUSAL1A, EDMMHAL)
3. VIA EDYYHMNS AND THEN ARR EH**","H24
----------
05:00-23:00 (04:00-22:00)",S,"Northbound traffic allowed via BERXO, ELNAT and additional x border DCTs from MASEK.
Deviating parity - all DCTs northbound from listed points via EDGTELNAT and then EDYYHSOL require even RFL.
------
To avoid sharp turns. 
1. Northeastbound traffic via the Ostsee / Havel sectors of Karlsruhe UAC or via the East sector group of Bremen ACC shall file via BERXO - UPDAT.
2. Traffic shall not proceed via the Saale sector of Karlsruhe UAC or the Halle sector of Munich ACC.
3. Traffic towards aerodromes within Amsterdam FIR, of which the arrival connecting points are located within the Muenster sector of Maastricht UAC, shall file via MAPOX or cross-border FRA options across gate EDGTMAPOX.",deviating parity information,"EDUUUAC, EDYYUAC","ED,YX",27 OCT 2023,
,,,EDYX1189,,,,EDGTKATCE,"NOT AVBL FOR TFC
VIA EDYYHSOL AND-THEN VIA EDGTKATCE
EXC VIA (KATCE DCT VEXIL) & ABV FL385 IN EDGTKATCE
----------
NOT AVBL FOR TFC
DEP EH** & VIA EDYYHSOL AND-THEN VIA EDGTKATCE","H24
----------
H24",S,East-/Southeastbound traffic is not allowed via gate EDGTKATCE. This traffic shall file trajectories which remain north of the gate.,,"(EDUUUAC, EDYYUAC)","ED,YX",28 MAY 2025,
,,,EDYX1190,,,,EDGTBERXO,"NOT AVBL FOR TFC
VIA EDGTBERXO AND THEN VIA EDYYHSOL",H24,S,LOA requirement. Northbound traffic shall enter the Solling sector of Maastricht UAC via BERXO or using cross-border FRA options via gate EDGTELNAT.,,"EDUUUAC, EDYYUAC","ED,YX",27 OCT 2023,
,,,EDYX1191,Y863,SOPOK,ROPUV,,"NOT AVBL FOR TFC
ABV FL245_x000D_
DEP (EBBR, EBCI)_x000D_
1. TYP A320 & ARR (HEGN, HEMA, HESH, LCPH, LLBG, UDYZ)_x000D_
2. TYP A321 & ARR LTFJ_x000D_
3. TYP A21N & ARR OLBA_x000D_
4. TYP A333 & ARR (D***, F***, H***)_x000D_
5. TYP A332 & ARR (FIMP, UACC, VCBI, Z***) _x000D_
6. TYP B744 & ARR WSSS_x000D_
7. TYP B748 & ARR ZUUU_x000D_
8. TYP B789 & ARR RJAA",H24,S,To achieve a specific ACC and ATC sector sequence for potentially slow climbing traffic. Subject flights shall file at or below FL230 until ROPUV. Climb to requested level can be indicated at ROPUV.,,"EDYYUAC, EDUUUAC, EDGGACC, EBBUACC","ED,YX",27 MAY 2024,
,,,EDYX1193,,,,EDGTMAPOX,"NOT AVBL FOR TFC
VIA EDYYHMNS AND-THEN VIA EDGTMAPOX_x000D_
EXC VIA SWALM
----------
NOT AVBL FOR TFC
1. VIA (EDYYDHOL, EDYYHCEL, EDYYHSOL) AND-THEN VIA EDGTMAPOX_x000D_
2. VIA EDYYBUTA AND-THEN VIA EDGTMAPOX","H24
----------
H24",S,"Free Route Flow restriction via Gate to allow additional options for FRA operations. Eastbound traffic via MAPOX Gate shall file via SWALM.
------
To avoid sharp turns and unexpected sector sequence. 
1. Southbound traffic via Holstein, Celle or Solling sector of Maastricht UAC shall file via XAROL Gate (EDGTXAROL) or OTMON gate (EDGTOTMON)..
2. Eastbound traffic via the Brussels sector group of Maastricht UAC shall file via LIRSU Gate (EDGTLIRSU).",,"EDUUUAC, EDYYUAC","ED,YX",22 JAN 2025,
,,,EDYX1194,,,,EDGTOTMON,"NOT AVBL FOR TFC
VIA EDGTOTMON AND-THEN VIA (BOMBI, SOGMI, SWALM) & RFL (FL260, FL280, FL300, FL320, FL340, FL360, FL380, FL400) IN EDGTOTMON",H24,C,RFL checking with NM system to avoid filing of even RFLs on Southbound DCTs via the gate instead the required  odd RFL. To ensure correct capacities and avoid intruders. ,,"EDUUUAC, EDYYUAC","ED,YX",13 JAN 2025,
,,,EDYX1195,,,,EDGTXAROL,"NOT AVBL FOR TFC
VIA EDYYHSOL AND-THEN VIA EDGTXAROL_x000D_
EXC VIA_x000D_
(BOMBI, SOGMI, SWALM, XAROL)",H24,S,"Free Route Flow restriction via Gate to allow additional x-border FRA options and to ensure LoA and OLDI conditions.  
Southbound connection only via certain FRA points (via downstream I points SOGMI / ED2395, SWALM/ ED2583, BOMBI/ ED2345 enabling x FRA DCTs including options via XAROL).

Note, deviating parity is required for all DCT segments or x border FRA DCTs via the gate: ODD FL",,"EDUUUAC, EDYYUAC","ED,YX",19 FEB 2025,
,,,EDYX1196,,,,EDGTXAROL,"NOT AVBL FOR TFC
VIA EDGTXAROL AND-THEN VIA EDYYHSOL",H24,S,"XAROL Gate is used for southbound traffic only. Northbund traffic shall file via gates OTMON (EDGTOTMON), ELNAT (EDGTELNAT) or BERXO (EDGTBERXO).",,"EDUUUAC, EDYYUAC","ED,YX",13 JAN 2025,
,,,EE2000,,,,DOBAN,"NOT AVBL FOR TFC
DEP EFHK",H24,C,to dualize EFHK departure flow via VALOX or KOIVU,,,EE,21 AUG 2024,
,,,EEEV1000,,,,SOKVA,"COMPULSORY FOR TFC
VIA RESMO AND-THEN VIA GARSO",H24,C,To avoid short sector occupancy in RIGA FIR,,,"EE,EV",21 AUG 2024,
,,,EF2037,Y366,KUVEM,USITU,,"NOT AVBL FOR TFC
ARR (ESSA, ESSB, ENGM)",H24,S,To force traffic to file via AWY Y365,,EF**ACC,EF,23 AUG 2024,
,,,EF2046,,,,AMULU,"NOT AVBL FOR TFC
1. DEP EFKT & XNG (EFINJ, EFINH) - ESOSK BDRY EXC
    a. VIA (AMULU DCT NEBET)
    b. ARR (ESNQ, ESUP, ESNG, ESNJ)
    c. ARR (EFINV, EFINHJ)
    d. FLT-TYPE (M)
----------
COMPULSORY FOR TFC
1. DEP EFKT & XNG (EFINJ, EFINH) - ESOSK BDRY EXC
    a. ARR (ESNQ, ESUP, ESNG, ESNJ)
    b. ARR (EFINV, EFINHJ)
    c. FLT-TYPE (M)","DYNAMIC
----------
H24",C,TO CHANNEL DEPARTURE TRAFFIC,,EFINACC,EF,10 FEB 2025,
,,,EF2047,,,,EVIMI,"NOT AVBL FOR TFC
1. ARR EFKT
    a. XNG ESOSK - (EFINJ, EFINH, EFINV) BDRY EXC
        i) VIA (PERKE DCT EVIMI)
        ii) DEP (ESNQ, ESUP, ESNG, ESNJ)
        iii) DEP (EFINV, EFINHJ)
        iv) FLT-TYPE (M)
    b. XNG EFINH - EFINJ BDRY EXC
        i) VIA (RIBVU Y75 EVIMI)
        ii) DEP (ESNQ, ESUP, ESNG, ESNJ)
        iii) DEP (EFINV, EFINHJ)
        iv) FLT-TYPE (M)
----------
COMPULSORY FOR TFC
1. ARR EFKT
    a. XNG ESOSK - (EFINJ, EFINH, EFINV) BDRY EXC
        i) DEP (ESNQ, ESUP, ESNG, ESNJ)
        ii) DEP (EFINV, EFINHJ)
        iii) FLT-TYPE (M)
    b. XNG EFINH - EFINJ BDRY EXC
        i) DEP (ESNQ, ESUP, ESNG, ESNJ)
        ii) DEP (EFINV, EFINHJ)
        iii) FLT-TYPE (M)","DYNAMIC
----------
H24",C,TO CHANNEL ARRIVAL TRAFFIC,,EFINACC,EF,10 FEB 2025,
,,,EF2048,,,,TUGPU,"NOT AVBL FOR TFC
1. DEP EFKT & XNG EFINJ - EFINH BDRY EXC 
    a. VIA (TUGPU Y86 EVSET)
    b. ARR (ESNQ, ESUP, ESNG, ESNJ)
    c. ARR (EFINV, EFINHJ)
    d. FLT-TYPE (M)
----------
COMPULSORY FOR TFC
1. DEP EFKT & XNG EFINJ - EFINH BDRY EXC
    a. ARR (ESNQ, ESUP, ESNG, ESNJ)
    b. ARR (EFINV, EFINHJ)
    c. FLT-TYPE (M)","DYNAMIC
----------
H24",C,TO CHANNEL DEPARTURE TRAFFIC,,EFINACC,EF,18 DEC 2024,
,,,EF2049,,,,OLNOP,"NOT AVBL FOR TFC
1. DEP EFRO & VIA (EFINH, EFINJ) - ESOSK BDRY EXC 
    a. VIA (OLNOP DCT XONTU)
    b. ARR (ESNQ, ESUP, ESNG, ESNJ)
    c. ARR (EFINV, EFINHJ)
    d. FLT-TYPE (M)
----------
COMPULSORY FOR TFC
1. DEP EFRO & XNG (EFINH, EFINJ) - ESOSK BDRY EXC
    a. ARR (ESNQ, ESUP, ESNG, ESNJ)
    b. ARR (EFINV, EFINHJ)
    c. FLT-TYPE (M)","DYNAMIC
----------
H24",C,TO CHANNEL DEP TRAFFIC,,EFINACC,EF,18 DEC 2024,
,,,EF2050,,,,RENVI,"NOT AVBL FOR TFC
1. DEP EFRO & EFINH - EFINV BDRY EXC 
    a. VIA (RENVI Y86 EVSET)
    b. ARR (ESNQ, ESUP, ESNG, ESNJ)
    c. ARR (EFINV, EFINHJ)
    d. FLT-TYPE (M)
----------
COMPULSORY FOR TFC
1. DEP EFRO & XNG EFINH - EFINV BDRY EXC
    a. ARR (ESNQ, ESUP, ESNG, ESNJ)
    b. ARR (EFINV, EFINHJ)
    c. FLT-TYPE (M)","DYNAMIC
----------
H24",C,TO CHANNEL DEPARTURE TRAFFIC,,EFINACC,EF,18 DEC 2024,
,,,EF2051,,,,NEMGU,"NOT AVBL FOR TFC
1. ARR EFRO & XNG ESOSK - EFINH BDRY EXC 
    a. VIA (MISMO DCT NEMGU)
    b. DEP (ESNQ, ESUP, ESNG, ESNJ)
    c. DEP (EFINV, EFINHJ)
    d. FLT-TYPE (M)
----------
COMPULSORY FOR TFC
1. ARR EFRO XNG ESOSK - EFINH BDRY EXC
    a. DEP (ESNQ, ESUP, ESNG, ESNJ)
    b. DEP (EFINV, EFINHJ)
    c. FLT-TYPE (M)","DYNAMIC
----------
H24",C,TO CHANNEL ARRIVAL TRAFFIC,,EFINACC,EF,18 DEC 2024,
,,,EF2052,,,,NEPIX,"NOT AVBL FOR TFC
1. ARR EFRO & XNG EFINV - EFINH BDRY EXC 
    a. VIA (RIBVU Y75 NEPIX)
    b. DEP (ESNQ, ESUP, ESNG, ESNJ)
    c. DEP (EFINV, EFINHJ)
    d. FLT-TYPE (M)
----------
COMPULSORY FOR TFC
1. ARR EFRO & XNG EFINV - EFINH BDRY EXC
    a. DEP (ESNQ, ESUP, ESNG, ESNJ)
    b. DEP (EFINV, EFINHJ)
    c. FLT-TYPE (M)","DYNAMIC
----------
H24",C,TO CHANNEL ARRIVAL TRAFFIC,,EFINACC,EF,18 DEC 2024,
,,,EFEE1001,,,,INTOR,"NOT AVBL FOR TFC
DEP EETN EXC ARR EFHK
This-traffic-shall-file MOHNI, PETOT",H24,C,To segregate the flows from INTOR arrivals,,EF**ACC,"EF,EE",23 AUG 2024,
,,,EFEE1004,,,,PETOT,"COMPULSORY FOR TFC
DEP EFTU AND-THEN ARR EETN",H24,C,To segregate from arriving traffic EFHKTMA,,EF**ACC,"EF,EE",23 AUG 2024,
,,,EFEE1005,,,,RENKU,"ONLY AVBL AND COMPULSORY FOR TFC
DEP EFHK AND-THEN ARR EETN",H24,C,Silent coordination procedure between EF-EE,,EF**ACC,"EF,EE",23 AUG 2024,
