ARR ID,ARR AD,"First PT STAR /
STAR ID",DCT ARR PT,ARR FPL Option,"ARR Time
Applicability","ARR Operational
Goal",ARR Remarks,NAS / FAB,"Release
Date","Special Event and 
Crisis"
EG5541,EGNH,,"BPL,DCS,LYNAS,PENIL,POL,WAL","TBD
- General conditions apply",H24,To reflect operational procedures and ensure correct FDP.,,EG,17 JUL 2022,
EG5542,EGNJ,,UMBAG,"TBD
- General conditions apply",H24,To reflect operational procedures and ensure correct FDP.,,EG,17 JUL 2022,
EG5543,EGNO,,DCS,"TBD
- General conditions apply",H24,To reflect operational procedures and ensure correct FDP.,,EG,17 JUL 2022,
EG5544,EGNS,,"DCS,BLACA","TBD
- General conditions apply",H24,To reflect operational procedures and ensure correct FDP.,,EG,17 JUL 2022,
EG5545,EGNT,,"ALASO, GASKO, NATEB, ROBEM, TLA, TILNI","TBD
- General conditions apply",H24,To reflect operational procedures and ensure correct FDP.,,EG,15 MAY 2024,
EG5546,EGSS,,LOREL,"ONLY AVBL FOR TFC
1. DEP LONDON_GROUP/FARNBOROUGH_GROUP/EGHO/EGS*/EGT*
2. With RFL Below FL085 in EGTTFIR",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022,
EG5547,EGSS,,ABBOT,"ONLY AVBL FOR TFC
1. DEP (EGMC, EGLC, EGSC, EGSU, EGSH, EGU*, EGX*)",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,17 JUL 2024,
EG5548,EGGW,,ABBOT,"ONLY AVBL FOR TFC
1. DEP (EGMC, EGSC, EGSU, EGSH, EGU*, EGX*)
2. VIA MEGEL
   & ACFT-PBN NOT (D1,D2,D3,D4,O1,O2,O3,O4)",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,10 FEB 2025,
EG5549,EGBB,,CHASE,"ONLY AVBL FOR TFC
DEP EGCC",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022,
EG5550,EGWU,,"BNN,LAM,OCK","ONLY AVBL FOR TFC
1. With RFL Below FL085 in EGTTFIR
2. DEP EGSH/EGU*/EGX*",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022,
EG5551,EGNV,,"(ADN,ALASO,DCS,OTR,POL)",,H24,To reflect operational procedures and ensure correct FDP.,,EG,07 MAR 2025,
EG5552,EGMC,,ALKIN,"ONLY AVBL FOR TFC
DEP EGTC/TK",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022,
EG5554,EGPF,,GOW,"ONLY AVBL FOR TFC
via INBAS,  LOMON",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022,
EG5555,EGPF,,LANAK,"ONLY AVBL FOR TFC
via MAC",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022,
EG5557,EGSS,,BKY,"ONLY AVBL FOR TFC
Via SIVDA",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022,
EG5558,EGPC,,"BAMRA,BEREP,GONUT,FORTY","TBD
- General conditions apply",H24,To reflect operational procedures and ensure correct FDP.,,EG,17 JUL 2022,
EG5560,EGPE,,"AND,BEN,GRICE,PTH","TBD
- General conditions apply",H24,To reflect operational procedures and ensure correct FDP.,,EG,17 JUL 2022,
EG5563,EGCC,,MIRSI,ONLY AVBL FOR TFC,H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022,
EG5564,EGCC,,MCT,"ONLY AVBL FOR TFC
DEP EGGP",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022,
EG5565,EGCC,,ROSUN,ONLY AVBL FOR TFC,H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022,
EG5568,EGNH,,VANIN,"ONLY AVBL FOR TFC
DEP EGNS",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022,
EG5569,EGNX,,"EME,UPDUK","ONLY AVBL FOR TFC
DEP EGCC/EGGP/BRIZE_GROUP",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022,
EG5573,EGPR,,BRUCE,"TBD
- General conditions apply",H24,To reflect operational procedures and ensure correct FDP.,,EG,17 JUL 2022,
EG5574,EGLD,,"BIG,BNN,LAM,OCK","ONLY AVBL FOR TFC
1.With RFL below FL085 in EGTTFIR 
2. DEP EGSH,U*/X*",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022,
EG5576,EGSH,,"(BKY, LESTA, NALAX, ESHIN, OTBED, OTR, TNT)",,H24,To reflect operational procedures and ensure correct FDP.,,EG,08 MAY 2025,
EG5577,EGNX,,HON,"ONLY AVBL FOR TFC
DEP EGGP",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022,
EG5578,EGGW,FINMA,,"COMPULSORY FOR TFC
acft-eqpt RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
DEP MANCHESTER_GROUP above FL075",H24,To ensure traffic uses the FINMA1L STAR,,EG,06 JAN 2022,
EG5579,EGKB,HON,,"COMPULSORY FOR TFC
DEP MANCHESTER_GROUP & ABV FL075 IN EG
----------
NOT AVBL FOR TFC
VIA (DCS (L612, UL612) LISTO) & RFL ABV FL225 IN EG","H24
----------
H24","To facilitate traffic flows, this traffic shall file via HON STAR.
----------------------------
This traffic shall file via L612/UL612 LISTO to connect to the LISTO STAR.",,EG,13 JAN 2025,
EG5582,EGHH,CPT,,"COMPULSORY FOR TFC
With DEP EGGW/SC/SS/WU",H24,This traffic shall pick up the CPT1S STAR,,EG,12 SEP 2020,
EG5583,EGHI,CPT,,"COMPULSORY FOR TFC
With DEP EGGW/SC/SS/WU",H24,This traffic shall pick up the CPT1S STAR,,EG,12 SEP 2020,
EG5586,"EGHH,EGHI",ELDAX1S,,"NOT AVBL FOR TFC
When ORIST L982 TELTU is not available",H24,"When the Portsmouth danger areas EG D036, D037, D038, D039 and D040 are notified active for UAA L982 will be closed due to the required 5nm buffer, the STAR listed also infringes the 5nm buffer.",,EG,,
EG5587,"EGKB,EGLC","KATHY1C,SAM1C",,"NOT AVBL FOR TFC
When ORIST L982 TELTU is not available",H24,"When the Portsmouth danger areas EG D036, D037, D038, D039 and D040 are notified active for UAA L982 will be closed due to the required 5nm buffer, the STAR listed also infringes the 5nm buffer.",,EG,,
EG5588,EGMC,"SAM1S,KATHY1S",,"NOT AVBL FOR TFC
When ORIST L982 TELTU is not available",H24,"When the Portsmouth danger areas EG D036, D037, D038, D039 and D040 are notified active for UAA L982 will be closed due to the required 5nm buffer, the STAR listed also infringes the 5nm buffer.",,EG,,
EG5591,EGVA,,"ATHAS, DAWLY, LND","TBD
- General conditions apply",H24,To reflect operational procedures and ensure correct FDP.,,EG,09 FEB 2023,
EG5592,EGVN,,"ATHAS, DAWLY, LND","TBD
- General conditions apply",H24,To reflect operational procedures and ensure correct FDP.,,EG,09 FEB 2023,
EG5596,EGMD,,DIMAL,"NOT AVBL FOR TFC
ARR EGMD",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022,
EG5597,EGYD,,"BANEM,CLN,DESIG","TBD
- General conditions apply",H24,To reflect operational procedures and ensure correct FDP.,,EG,17 JUL 2022,
EG5602,EGNT,POL,,"ONLY AVBL AND COMPULSORY FOR TFC
Type  (D1, D2, D3, D4, O1, O2, O3, O4) equipped
via POL",H24,RNAV1 STAR for traffic routing via (U)N601 - (U)P17 - (U)N57 -M605 - POL,,EG,,
EG5603,EGNT,RIMTO,,"ONLY AVBL AND COMPULSORY FOR TFC
Type  (D1, D2, D3, D4, O1, O2, O3, O4) equipped
via BATLI / MAMUL / RIMTO",H24,RNAV1 STAR for traffic routing via Y70 / L46 / Y250 (BALTI / MAMUL / RIMTO),,EG,,
EG5604,EGCN,,"UPTON,MAMUL","NOT AVBL FOR TFC
Type  (D1, D2, D3, D4, O1, O2, O3, O4) equipped",H24,Conecting points for Non RNAV1 traffic,,EG,,
EG5605,EGCN,WAL,,"ONLY AVBL AND COMPULSORY FOR TFC
Type  (D1, D2, D3, D4, O1, O2, O3, O4) equipped
via WAL",H24,RNAV 1 SID,,EG,,
EG5606,EGCN,REXAM,,"ONLY AVBL AND COMPULSORY FOR TFC
Type  (D1, D2, D3, D4, O1, O2, O3, O4) equipped
via REXAM",H24,RNAV 1 SID,,EG,,
EG5607,EGCN,EMBOR,,"ONLY AVBL AND COMPULSORY FOR TFC
Type  (D1, D2, D3, D4, O1, O2, O3, O4) equipped
via EMBOR",H24,RNAV 1 SID,,EG,,
EG5608,EGCN,TNT,,"ONLY AVBL AND COMPULSORY FOR TFC
Type  (D1, D2, D3, D4, O1, O2, O3, O4) equipped
via TNT",H24,RNAV 1 SID,,EG,,
EG5609,EGCN,CALDA,,"ONLY AVBL AND COMPULSORY FOR TFC
Type  (D1, D2, D3, D4, O1, O2, O3, O4) equipped
via CALDA",H24,RNAV 1 SID,,EG,,
EG5610,EGCN,SETEL,,"ONLY AVBL AND COMPULSORY FOR TFC
Type  (D1, D2, D3, D4, O1, O2, O3, O4) equipped
via SETEL",H24,RNAV 1 SID,,EG,,
EG5611,EGCN,GASKO,,"ONLY AVBL AND COMPULSORY FOR TFC
Type  (D1, D2, D3, D4, O1, O2, O3, O4) equipped
via GASKO",H24,RNAV 1 SID,,EG,,
EG5612,"EGHH,HI",COWLY1S,,"NOT AVBL FOR TFC
Above FL095 in EG",H24,To enforce the correct usage of the STAR.,,EG,,
EG5625,EGPL,,"BRUCE,RIMOL,TOBMO","TBD
- General conditions apply",H24,To reflect operational procedures and ensure correct FDP.,,EG,17 JUL 2022,
EG5626,EGSY,,"ABDAL,MALBY","TBD
- General conditions apply",H24,To reflect operational procedures and ensure correct FDP.,,EG,17 JUL 2022,
EG5630,EGVO,"ABSAV1P, NOTGI1P, CPT1P",,"NOT AVBL FOR TFC
acft-eqpt RNAV1 (D1, D2, D3, D4, O1, O2, O3, O4)",H24,RNAV5 STARS for EGHL /EGLK / EGTD / EGTF / EGVO,,EG,25 JAN 2020,
EG5633,EGTD,"ABSAV1P, NOTGI1P, CPT1P",,"NOT AVBL FOR TFC
acft-eqpt RNAV1 (D1, D2, D3, D4, O1, O2, O3, O4)",H24,RNAV5 STARS for EGHL /EGLK / EGTD / EGTF / EGVO,,EG,25 JAN 2020,
EG5634,EGPI,,"GOW,RIMOL,STN","TBD
- General conditions apply",H24,To reflect operational procedures and ensure correct FDP.,,EG,17 JUL 2022,
EG5636,EGAE,,"BAMLI,CFN","ONLY AVBL FOR TFC
below FL245",H24,Traffic orientation,,EG,29 OCT 2021,
EG5637,EGAE,,DEGOS,"ONLY AVBL FOR TFC
above FL245",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022,
EG5646,EGDM,,BCN,"TBD
- General conditions apply",H24,To reflect operational procedures and ensure correct FDP.,,EG,09 FEB 2023,
EG5664,EGPE,,FINDO,"NOT AVBL FOR TFC
via (HAVEN, LORTA, TLA)",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022,
EG5665,EGHL,"ELDAX1V, SOKDU1V, KATHY1V, CPT1V",,"ONLY AVBL FOR TFC
acft-eqpt RNAV1 (D1, D2, D3, D4, O1, O2, O3, O4)",H24,RNAV1 STARS for EGHL /EGLK / EGTD / EGTF / EGVO,,EG,25 JAN 2020,
EG5672,EGHO,,BCN,"TBD
- General conditions apply",H24,To reflect operational procedures and ensure correct FDP.,,EG,17 JUL 2022,
EG5673,EGXW,,"BANEM,BCN,BKY,CLN, JACKO,LAPRA,LND,NATEB, SONDO,TIPTA","TBD
- General conditions apply",H24,To reflect operational procedures and ensure correct FDP.,,EG,08 MAR 2023,
EG5674,EGNT,,BLACA,"ONLY AVBL FOR TFC
DEP BELFAST_GROUP",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022,
EG5677,EGBB,,GROVE,"TBD
- General conditions apply",H24,To reflect operational procedures and ensure correct FDP.,,EG,17 JUL 2022,
EG5678,EGNT,,DCS,"NOT AVBL FOR TFC
Via LAKEY, SETEL,  SUBUK",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022,
EG5679,EGBJ,,"ASHUM, ATHAS, BCN, ETNAH, HON, STAFA","TBD
- General conditions apply",H24,To reflect operational procedures and ensure correct FDP.,,EG,09 FEB 2023,
EG5680,EGCW,,"CONKO, BCN, ETNAH","TBD
- General conditions apply",H24,To reflect operational procedures and ensure correct FDP.,,EG,09 FEB 2023,
EG5681,EGDR,,"DAWLY, EXMOR",ONLY AVBL FOR TFC,H24, To facilitate flight planning,,EG,29 OCT 2021,
EG5682,EGEO,,TRN,"TBD
- General conditions apply",H24,To reflect operational procedures and ensure correct FDP.,,EG,17 JUL 2022,
EG5684,EGHH,,"BCN,BIA,DAWLY","TBD
- General conditions apply",H24,To reflect operational procedures and ensure correct FDP.,,EG,09 FEB 2023,
EG5686,EGHQ,,"(ADHAV, BHD, EVCOR, DAWLY, EXMOR, TOJAQ)",,H24,To reflect operational procedures and ensure correct FDP.,,EG,01 MAY 2025,
EG5692,EGPA,,"FORTY,SUM","TBD
- General conditions apply",H24,To reflect operational procedures and ensure correct FDP.,,EG,17 JUL 2022,
EG5694,EGPD,,RIMOL,"NOT AVBL FOR TFC
Via EGPXFRA",H24,"To enable low level traffic to connect to EGPD.
Traffic via EGPX FRA shall file the FRA arrival connecting route RIMOL DCT ADN DCT.",,EG,20 DEC 2021,
EG5695,EGPF,,ROBBO,"TBD
- General conditions apply",H24,To reflect operational procedures and ensure correct FDP.,,EG,17 JUL 2022,
EG5696,EGPH,,STIRA,"TBD
- General conditions apply",H24,To reflect operational procedures and ensure correct FDP.,,EG,17 JUL 2022,
EG5697,EGPK,,TRN,"TBD
- General conditions apply",H24,To reflect operational procedures and ensure correct FDP.,,EG,17 JUL 2022,
EG5699,EGPO,,"AKIVO,BILLY,KOKAL,ORSUM","TBD
- General conditions apply",H24,To reflect operational procedures and ensure correct FDP.,,EG,17 JUL 2022,
EG5701,EGQS,,"FINDO,GRICE,PTH","TBD
- General conditions apply",H24,To reflect operational procedures and ensure correct FDP.,,EG,17 JUL 2022,
EG5703,EGTE,,"ADHAV,DAWLY,EXMOR,GIBSO,LND,TIVER","TBD
- General conditions apply",H24,To reflect operational procedures and ensure correct FDP.,,EG,09 FEB 2023,
EG5704,EGPB,,"BEREP,KOKAL,ORVIK","TBD
- General conditions apply",H24,To reflect operational procedures and ensure correct FDP.,,EG,17 JUL 2022,
EG5705,EGTF,"ELDAX1V, SOKDU1V, KATHY1V, CPT1V",,"ONLY AVBL FOR TFC
acft-eqpt RNAV1 (D1, D2, D3, D4, O1, O2, O3, O4)",H24,RNAV1 STARS for EGHL /EGLK / EGTD / EGTF / EGVO,,EG,25 JAN 2020,
EG5707,EGTO,,"DET,LAM","TBD
- General conditions apply",H24,To reflect operational procedures and ensure correct FDP.,,EG,17 JUL 2022,
EG5708,EGXJ,,POL,"TBD
- General conditions apply",H24,To reflect operational procedures and ensure correct FDP.,,EG,17 JUL 2022,
EG5709,EGPN,,RIMOL,"TBD
- General conditions apply",H24,To reflect operational procedures and ensure correct FDP.,,EG,17 JUL 2022,
EG5713,EGHL,"ABSAV1P, NOTGI1P, CPT1P",,"NOT AVBL FOR TFC
acft-eqpt RNAV1 (D1, D2, D3, D4, O1, O2, O3, O4)",H24,RNAV5 STARS for EGHL /EGLK / EGTD / EGTF / EGVO,,EG,25 JAN 2020,
EG5714,EGLK,"ELDAX1V, SOKDU1V, KATHY1V, CPT1V",,"ONLY AVBL FOR TFC
acft-eqpt RNAV1 (D1, D2, D3, D4, O1, O2, O3, O4)",H24,RNAV1 STARS for EGHL /EGLK / EGTD / EGTF / EGVO,,EG,25 JAN 2020,
EG5715,EGTD,"ELDAX1V, SOKDU1V, KATHY1V, CPT1V",,"ONLY AVBL FOR TFC
acft-eqpt RNAV1 (D1, D2, D3, D4, O1, O2, O3, O4)",H24,RNAV1 STARS for EGHL /EGLK / EGTD / EGTF / EGVO,,EG,25 JAN 2020,
EG5716,EGTF,"ABSAV1P, NOTGI1P, CPT1P",,"NOT AVBL FOR TFC
acft-eqpt RNAV1 (D1, D2, D3, D4, O1, O2, O3, O4)",H24,RNAV5 STARS for EGHL /EGLK / EGTD / EGTF / EGVO,,EG,25 JAN 2020,
EG5717,EGVO,"ELDAX1V, SOKDU1V, KATHY1V, CPT1V",,"ONLY AVBL FOR TFC
acft-eqpt RNAV1 (D1, D2, D3, D4, O1, O2, O3, O4)",H24,RNAV1 STARS for EGHL /EGLK / EGTD / EGTF / EGVO,,EG,25 JAN 2020,
EG5721,EGKK            ,DISIT1G,,"COMPULSORY FOR TFC
with RFL above FL145 in EGTTFIR_x000D_
via KEPAD",H24                                         ,Structural to enforce correct use of STAR for EGKK arrivals via L151,,EG,30 OCT 2020,
EG5722,EGBB/EGBE,AMPIT1B,,"ONLY AVBL FOR TFC
Via ENDEQ Q36 EPOXI",H24,Structural  - To ensure traffic connects via the appropriate STAR. ,,EG,22 JAN 2021,
EG5723,EGBB/EGBE,MALUD1B,,"NOT AVBL FOR TFC
1. Via MAKUX_x000D_
    acft-eqpt (D1, D2, D3, D4, O1, O2, O3, O4)_x000D_
2. Via ALAVA",H24,Structural -  To ensure traffic connects via the appropriate STAR. This traffic shall file instead via the MAKUX or AMPIT STARs. Arrivals via MAKUX which are not RNAV1 equipped shall file the MALUD1B STAR,,EG,06 AUG 2021,
EG5724,EGBB/EGBE,WAL1B,,"NOT AVBL FOR TFC
1. Via MAKUX_x000D_
2. Via (BOFUM, ENDEQ, LIFFY) above FL145 in EG",H24,"To ensure traffic connects via the appropriate STAR. 
1. This traffic shall file instead via the MAKUX STAR.
2. This traffic shall file via the MALUD/AMPIT STARs.",,EG,22 JAN 2021,
EG5725,EGKK,,TEBRA,"ONLY AVBL FOR TFC
DEP (EGSC, EGSU)",H24,To enable EGSC/EGSU departures to arrive via TEBRA below the first level of the TEBRA1G STAR,,EG,17 JUL 2024,
EG5726,"EGLL, EGWU",,SABER,"ONLY AVBL FOR TFC
DEP (EGSC, EGSU)",H24,To enable standard route from EGSC/EGSU,,EG,17 JUL 2024,
EG5727,EGBB/EGBE,MAKUX2B,,"NOT AVBL FOR TFC
acft-eqpt not (D1, D2, D3, D4, O1, O2, O3, O4)",H24,Structural -  To ensure traffic connects via the appropriate STAR. Arrivals via MAKUX which are not RNAV1 equipped shall file the MALUD1B STAR,,EG,06 AUG 2021,
EG5730,EGSC/EGSS,TOSVA,,"COMPULSORY FOR TFC
via COA/SUMUM 
WITH RFL ABOVE FL115 IN EGTTFIR",H24,"To ensure correct STARS are flown, traffic with RFL above FL110 in EG shall use the TOSVA STAR,  below FL110 in EG shall fly the LOGAN STAR.",,EG,20 JUL 2022,
EG5734,EGGW,TOSVA,,"COMPULSORY FOR TFC
VIA: COA/SUMUM
acft-eqpt RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
WITH RFL ABOVE FL125 IN EGTTFIR",H24,TO ENSURE CORRECT STAR IS FILED,,EG,06 JAN 2022,
EG5735,EGHE,,DOLUR,,H24,To facilitate flight planning,,EG,29 OCT 2021,
EG5737,EGGW,,BUSTA,"ONLY AVBL FOR TFC
DEP EGS*",H24,to facilitate positioning flights.,,EG,21 MAY 2022,
EG5738,EGLF,"ABSAV1P, NOTGI1P, CPT1P",,"NOT AVBL FOR TFC
acft-eqpt RNAV1 (D1, D2, D3, D4, O1, O2, O3, O4)",H24,RNAV5 STARS FOR EGLF ARRIVALS,,EG,25 APR 2022,
EG5740,EGNX,DOLOP,,"COMPULSORY FOR TFC
acft-eqpt RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
via DEXEN",H24,To ensure correct connectivity to STAR,,EG,14 APR 2022,
EG5741,EGNX,MAKUX,,"COMPULSORY FOR TFC
acft-eqpt RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
via pt VAKPO",H24,To ensure correct connectivity to STAR,,EG,14 APR 2022,
EG5742,EGNX,MALUD,,"COMPULSORY FOR TFC
acft-eqpt RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
via LIFFY/BOFUM
above FL145 at MALUD",H24,To ensure connectivity to STAR,,EG,14 APR 2022,
EG5744,EGNX,WAL,,"COMPULSORY FOR TFC
acft-eqpt RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
via pt BAROS/PENIL/NOMSU",H24,To ensure connectivity to STAR,,EG,14 APR 2022,
EG5745,EGNX,AMPIT,,"COMPULSORY FOR TFC
acft-eqpt RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
via ENDEQ/EPOXI",H24,To ensure connectivity to STAR,,EG,14 APR 2022,
EG5746,EGGP,LESTA,,"COMPULSORY FOR TFC
acft-eqpt RNAV1 (D1,D2,D3,D4,O1,O2,O3,O4)
via (BEDFO, MOGLI)",H24,To ensure connectivity to STAR,,EG,27 MAY 2022,
EG5747,EGGP,ELVOS,,"COMPULSORY FOR TFC
acft-eqpt RNAV1 (D1,D2,D3,D4,O1,O2,O3,O4)
via AKUPA",H24,To ensure connectivity to STAR,,EG,14 APR 2022,
EG5749,EGCC,ELVOS,,"COMPULSORY FOR TFC
acft-eqpt RNAV1 (D1,D2,D3,D4,O1,O2,O3,O4)
via AKUPA",H24,To ensure connectivity to STAR,,EG,14 APR 2022,
EG5750,EGKB/EGLC,SOVAT1C,,"COMPULSORY FOR TFC
ARR (EGKB, EGLC)
Above FL095
Via (RATUK, SOVAT)",H24,To enforce correct STAR.,,EG,16 APR 2021,
EG5758,EGPI,,BELZU/TOBMO,"ONLY AVBL FOR TFC
via EGPXFRA",H24,To enable connectivity from FRA via standard arrival route.,,EG,29 OCT 2021,
EG5759,EGPG,,BLACA,"ONLY AVBL FOR TFC
via EGPXFRA",H24,To enable connectivity from FRA via standard arrival route.,,EG,29 OCT 2021,
EG5760,EGPL,,RUGID/STN,"ONLY AVBL FOR TFC
via EGPXFRA",H24,To enable connectivity from FRA via standard arrival route.,,EG,29 OCT 2021,
EG5761,EGPN,,GOMOT,"ONLY AVBL FOR TFC
via EGPXFRA",H24,To enable connectivity from FRA via standard arrival route.,,EG,29 OCT 2021,
EG5762,EGAE,,LUTOV/TIR,"ONLY AVBL FOR TFC
via EGPXFRA",H24,To enable connectivity for EGAE arrivals from FRA.,,EG,29 OCT 2021,
EG5763,EGAE,,MAC,,H24,To enable connectivity for both low level arrivals and arrivals from EGPXFRA.,,EG,29 OCT 2021,
EG5764,EGEO,,STN/MAC/PTH/RIMOL,"ONLY AVBL FOR TFC
via EGPXFRA",H24,To enable connectivity for EGEO arrivals from FRA.,,EG,29 OCT 2021,
EG5765,EGPT,,GOMOT,"ONLY AVBL FOR TFC
via EGPXFRA",H24,To enable connectivity for EGPT arrivals from FRA.,,EG,29 OCT 2021,
EG5766,EGQL,,GOMOT,"ONLY AVBL FOR TFC
via EGPXFRA",H24,To enable connectivity for EGQL arrivals from FRA.,,EG,29 OCT 2021,
EG5767,EGQS,,BALID/MONAV/NEVIS/ORSUM,"ONLY AVBL FOR TFC
via EGPXFRA",H24,To enable connectivity for EGQS arrivals from FRA.,,EG,29 OCT 2021,
EG5768,EGPF,,LOMON,"ONLY AVBL FOR TFC
via EGPXFRA",H24,To enable connectivity from FRA via standard arrival route.,,EG,29 OCT 2021,
EG5769,EGNC,,TRN,"ONLY AVBL FOR TFC
via EGPXFRA",H24,To enable connectivity from FRA via standard arrival route.,,EG,29 OCT 2021,
EG5771,EGCC,LESTA,,"COMPULSORY FOR TFC
acft-eqpt RNAV1 (D1,D2,D3,D4,O1,O2,O3,O4)
via BEDFO/MOGLI",H24,To ensure connectivity to STAR,,EG,21 MAY 2022,
EG5772,EGBB/EGBE,CROFT/BEGAM/POL/VEGUS/LIBSO,,"ONLY AVBL FOR TFC
acft-eqpt RNAV1 (D1,D2,D3,D4,O1,O2,O3,O4)",H24,RNAV1 only STAR,,EG,14 APR 2022,
EG5773,EGNX,CROFT/BEGAM/POL/VEGUS/LIBSO,,"ONLY AVBL FOR TFC
acft-eqpt RNAV1 (D1,D2,D3,D4,O1,O2,O3,O4)",H24,To connect to RNAV1 STAR,,EG,14 APR 2022,
EG5774,EGCC,LAKEY/SETEL/TILNI/OTBED/LIBSO,,"ONLY AVBL FOR TFC
acft-eqpt RNAV1 (D1,D2,D3,D4,O1,O2,O3,O4)",H24,To connect to RNAV1 STAR,,EG,14 APR 2022,
EG5776,EGCC,MALUD,,"COMPULSORY FOR TFC
acft-eqpt RNAV1 (D1,D2,D3,D4,O1,O2,O3,O4)
via LIFFY/BOFUM",H24,To connect to RNAV1 STAR,,EG,14 APR 2022,
EG5777,EGCC,PENIL,,"ONLY AVBL FOR TFC
acft-eqpt RNAV1 (D1,D2,D3,D4,O1,O2,O3,O4)",H24,To connect to RNAV1 STAR,,EG,14 APR 2022,
EG5778,EGCC,MAKUX,,"ONLY AVBL FOR TFC
acft-eqpt RNAV1 (D1,D2,D3,D4,O1,O2,O3,O4)",H24,To connect to RNAV1 STAR,,EG,14 APR 2022,
EG5779,EGGP,BOFUM/PENIL/LAKEY/GASKO/POL/VEGUS/LIBSO,,"ONLY AVBL FOR TFC
acft-eqpt RNAV1 (D1,D2,D3,D4,O1,O2,O3,O4)",H24,To connect to RNAV1 STAR,,EG,14 APR 2022,
EG5781,EGNX,,ROKUP,"ONLY AVBL FOR TFC
acft-eqpt NOT (D1, D2, D3, D4, O1, O2, O3, O4)
ARR EGNX
----------
COMPULSORY FOR TFC
acft-eqpt NOT (D1, D2, D3, D4, O1, O2, O3, O4)
ARR EGNX
Except via (DTY, HEMEL, WELIN)","H24
----------
H24","To enable connectivity for RNAV5 arrivals from the north and enforce standard routing.  RNAV1 arrivals from the north shall normally file via the appropriate STAR.  Not applicable to arrivals from the south, which shall file via the DTY/HEMEL STARs.",,EG,13 JUL 2023,
EG5782,EGCC,,ROSUN/MIRSI/DAYNE,"ONLY AVBL AND COMPULSORY FOR TFC
acft eqpt: NON RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
arr EGCC",H24,RNAV5 arrival,,EG,14 APR 2022,
EG5783,EGGP,,"KEGUN, TIPOD","ONLY AVBL AND COMPULSORY FOR TFC
ACFT EQPT NON RNAV1 (D1,D2,D3,D4,O1,O2,O3,O4)
ARR EGGP
EXC DEP EGCC",H24,To accommodate RNAV5 arrival ,,EG,04 NOV 2023,
EG5784,EGGW,UNDUG,,"COMPULSORY FOR TFC
acft-eqpt RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
VIA KUNAV / SUBIP",H24,to ensure that EGGW Arrival via KUNAV or SUBIP uses the UNDUG STAR,,EG,01 APR 2022,
EG5787,EGTK,,CONKO,"COMPULSORY FOR TFC
ARR EGTK_x000D_
With RFL above FL105_x000D_
Via EGTT23BRS_x000D_
Except via (SAM, PEPIS)",H24,To enforce standard routings and ensure correct FDP.,,EG,08 FEB 2023,
EG5788,EGFF,,EXMOR,"ONLY AVBL FOR TFC
DEP (EGHQ, EGTE)",H24,To enforce standard routings and ensure correct FDP.,,EG,08 FEB 2023,
EG5791,EGCC,TILNI,,"COMPULSORY FOR TFC
acft-eqpt (D1, D2, D3, D4, O1, O2, O3, O4)
above FL245
via GIRLI",H24,To ensure RNAV1 traffic inbound to EGCC via UP18 GIRLI uses TILNI star.,,EG,17 OCT 2022,
