DEP ID,DEP AD,"Last PT SID /
SID ID",DCT DEP PT,DEP FPL Options,"DEP Time
Applicability","DEP Operational
Goal",DEP Remarks,NAS / FAB,"Release
Date"
GC5556,GCTS,REMGI,,"ONLY AVBL FOR TFC
via BIPET, CABEL, CABOJ
------
NOT AVBL FOR TFC
ARR L***, E***, U***",H24,	To facilitate correct DEP traffic flow,"Connecting point subject to GCD20B, GCD79C, GCD79E, GCD79N and GCD79T activity",GC,05 AUG 2022
GC5600,GCTS,ODEGI,,"ONLY AVBL FOR TFC
via LIMAL, BIPET, ROTUM
------
NOT AVBL FOR TFC
ARR L***, E***, U***",H24,	To facilitate correct DEP traffic flow,"Connecting point subject to  GCD79D, GCD79T",GC,05 AUG 2022
GC5544,GCLP,ODEGI,,"ONLY AVBL FOR TFC
via LIMAL/BIPET/ROTUM
------
NOT AVBL FOR TFC
ARR L***, E***, U***",H24,	To facilitate correct DEP traffic flow,Connecting point subject to GCD20B and GCD79T,GC,05 AUG 2022
LK5547,LKKV,BALTU,,"ONLY AVBL FOR TFC
1. via BALTU DCT OKL DCT VOZ
2. ARR LKKV/PD/CV, LKVFR_GROUP except ARR LKBE/PM
------
COMPULSORY FOR TFC
via BAVOK, PADKA, NETIR, LZBBFIR, LANUX, PISAM, DITIS",H24,"FRA connecting route
To force traffic on correct DEP route

ARR LKBE/PM shall file LOMKI",,LK,04 JAN 2023
LK5543,LKKB/VO,,BALTU,"ONLY AVBL FOR TFC
1. via BALTU DCT DONAD
2. via BALTU L984 DONAD below FL95 at BALTU
3. ARR PRAGUE_GROUP, LKKV, LKVFR_GROUP
------
COMPULSORY FOR TFC
via OKG, RAPET, VARIK",H24,"FRA connecting route
To force traffic on correct DEP route",,LK,04 JAN 2023
LK5538,LKPR,BALTU,,"ONLY AVBL FOR TFC
1. via BALTU DCT DONAD
2. via BALTU L984 DONAD below FL95 at BALTU
3. ARR PRAGUE_GROUP, LKKV, LKVFR_GROUP
------
COMPULSORY FOR TFC
via OKG, RAPET, VARIK",H24,"FRA connecting route
To force traffic on correct DEP route",,LK,04 JAN 2023
LF5505,LFML,,SUBIL,"ONLY AVBL FOR TFC
ARR LFMP",H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5513,LFLU,,ROLIR,"ONLY AVBL FOR TFC
ARR LFLL/LS/LY",H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5521,LFGJ,,LIRKO,"ONLY AVBL FOR TFC
ARR CHAMBERY_GROUP, LFKD, GENEVA_GROUP, LSGS",H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5531,LFML,,BIRGO,"ONLY AVBL FOR TFC
ARR LFTH",H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5543,LFOB,,EVX,"ONLY AVBL FOR TFC
Below FL115 and non-RNAV only",H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5556,LFOB,,ROU,"ONLY AVBL FOR TFC
ARR LFOH / OP / RG",H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5559,LFOP,,"ELBOX,NEMED","ONLY AVBL FOR TFC
ARR LFOB",H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5560,LFOP,,ROU,"ONLY AVBL FOR TFC
ARR LFPB/PG",H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5561,LFPM,,BRY,"ONLY AVBL FOR TFC
ARRLFQB",H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5562,LFRK,,CAN,"ONLY AVBL FOR TFC
ARR LFOH/RC/RG",H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5570,LFHY,,GURGO,"ONLY AVBL FOR TFC
ARR LFLN",H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5572,LFTZ,,RUBIT,"ONLY AVBL FOR TFC
ARR LFTH",H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5574,LFOP,,KOLIV,"ONLY AVBL FOR TFC
ARR LFPT",H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5587,LFMV,,CM,"ONLY AVBL FOR TFC
ARR LFMY/LFTW",H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5602,LFHY,,MOU,,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5604,LFLA,,"OKRIX,OSKIN",,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5611,LFOV,,TABIL,,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5615,LFGA,,LASAT,"NOT AVBL FOR TFC
via KASON",H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5616,"LFGA,LFGB",,LUMEL,"NOT AVBL FOR TFC
with RFL above FL195 in LFEECTAE",H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5618,"LFGA,LFGB,LFSM",,"TORPA,MOROK","NOT AVBL FOR TFC
with RFL below FL195 in LFEECTAE",H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5627,LFSD,,DJL,,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5628,LFSG,,EPL,,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5629,LFSN,,"EPL,GIVOR,MONCE",,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5638,LFSI,,"DIKOL,EPL,MMD,RLP,TRO",,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5640,"LFHM,LFLJ",,PAS,,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5641,LFLM,,"BUSIL,BOBSI",,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5643,LFHE,,ROMAM,,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5645,LFLH,,"ALURA,CACHI,DJL",,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5647,LFAV,,"CMB,MATIX",,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5649,LFAQ,,PERON,,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5651,LFRQ,,"QPR,ROSPO,ARE,BERAD,LEGMO,
LOR",,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5653,LFAY,,XORBI,,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5656,LFRS,,"ERIGA, BALNI, ANG, RIMON, LUGEN, ERBIN, LUSON",,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5657,LFLO,,"LESPI,ROA",,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5658,LFRD,,"REN,EKRAS,LERAK,BADUR,
MINQI",,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5663,LFRB,,"SOMEN,MATER,QPR,ROSPO,
NORBU,TITUB,LIZAD",,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5664,LFQA,,DIKOL,,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5665,LFHH,,LSE,,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5666,LFJR,,"ANG,LUTIL",,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5667,LFGJ,,"ALURA,DIPIR,DJL,LISMO",,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5670,LFRN,,"GODAN,SABLE,ATNIS,DIN,ARE",,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5674,LFOE,,EVX,,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5676,LFOQ,,"AMB,DOMOD",,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5677,LFQE,,EPL,,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5681,LFQG,,"NEV, NV",,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5682,LFRM,,TUNAX,,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5691,LFGW,,"GIVOR,GTQ,MMD,MONCE,SORAL",,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5692,LFRT,,"BADUR,LERAK,DIN,LENSU,REN,
UPALO",,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5695,LFOZ,,MOTAL,,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5696,LFQM,,"DJL,LUL",,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5698,LFRV,,"KORER,BAGAD,LENSU",,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5699,LFRH,,"ARE,LENSU,BAGAD,ROSPO,IDRIK,QPR",,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5701,LFRK,,EKRAS,,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5705,LFRC,,"EPATI,CAN,ORTAC,JSY,RAVIG",,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5708,LFAB,,DPE,,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5713,LFLR,,ROMAM,,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5716,LFOC,,CAD,,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5722,LFOH,,"CAN,DPE,DVL,ELBOX,ETRAT,NEVIL",,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5724,LFHS,,BOBSI,,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5725,LFBK,,"LARON,GUSON,
RISUN",,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5735,LFHV,,"BOBSI,BUSIL,MADOT",,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5737,LFRJ,,"MATER,QPR,ROSPO,NORBU,TITUB,LIZAD,SOMEN",,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5986,LFSX,,LUL,,H24,ARR/DEP facilitation,,LF,12 AUG 2022
LF5872,LFML,,LACAZ,"ONLY AVBL AND COMPULSORY FOR TFC
ARR LFMV",H24,ARR/DEP Facilitation,,LF,12 AUG 2022
EG5566,EGSS,CLN,,"NOT AVBL FOR TFC
1. ARR EGSH
2. Via (NEVIL, SITET, XAMAB, XIDIL)
3. Via (LORTA, TLA)",H24,"To enable/enforce correct connectivity to standard routeings and reflect operational procedures.
1. This traffic shall file DCT BKY DCT.
2. Traffic via XAMAB/SITET below FL175, and traffic via NEVIL/XIDIL, shall file via DET SID.  Traffic via  XAMAB/SITET above FL175 shall file the NUGBO SID.
3. This traffic shall file the UTAVA SID.",,EG,12 AUG 2022
LE5768,LEPA,OSGAL,,"NOT AVBL FOR TFC
via OSGAL and-then MJV",H24,TO AVOID DOGLEG,,LE,26 AUG 2022
LE5732,LEPA,MEBUT,,"NOT AVBL FOR TFC
Via
1. PTC and-then CDP
2. PTC and-then MHN
3. XARON and-then XESPA",H24,To avoid dogleg,,LE,26 AUG 2022
LP5509,LPPR,BELDU,,"ONLY AVBL FOR TFC
Type RNAV (ALL letters A, B, C, D)
------
COMPULSORY FOR TFC
VIA ADORO",H24,To allocate correctly departing traffic,,LP,27 AUG 2022
LP5510,LPPR,UBANI,,"ONLY AVBL FOR TFC
Type RNAV (ALL letters A, B, C, D)
------
COMPULSORY FOR TFC
VIA DEMOS, RETEN, ARMED, BANAL",H24,To allocate correctly departing traffic,,LP,27 AUG 2022
LP5511,LPPR,ASMOV,,"ONLY AVBL FOR TFC
Type RNAV (ALL letters A, B, C, D)
------
COMPULSORY FOR TFC
VIA DETOX, ERPES, GUNTI, KOMUT, LUTAK, NELSO, VERAM, NARTA, BEXAL",H24,To allocate correctly departing traffic,,LP,27 AUG 2022
LP5512,LPPR,MANIK,,"ONLY AVBL FOR TFC
Type RNAV (ALL letters A, B, C, D)
------
COMPULSORY FOR TFC
VIA
BAROK, TAKAV, OSLAD, AMSEL, ORTOP, MINTA,
XAMAX, INBOM, FTM, ESP, ALAGU, SOTEX, GENRO, VFA",H24,"To allocate correctly departing traffic
Airport connectivity
",,LP,27 AUG 2022
LP5513,LPPR,PESUL,,"ONLY AVBL FOR TFC
Type RNAV (ALL letters A, B, C, D)
------
COMPULSORY FOR TFC
VIA BARDI, RIVRO, ROSAL, LASIB",When LPTRA54 and LPTRA55 are not active,To allocate correctly departing traffic,"In case of military activity, required routing in field 15: BELDU-ADORO (ref LP AIP ENR 3.5)",LP,27 AUG 2022
LP5514,LPPR,TURON,,"ONLY AVBL FOR TFC
Type RNAV (ALL letters A, B, C, D)
------
COMPULSORY FOR TFC
VIA TURON",H24,To allocate correctly departing traffic,,LP,27 AUG 2022
LP5515,LPPR,,"MANIK, TURON","COMPULSORY FOR TFC
ACFT-PBN (CONV)",H24,To allocate correctly departing traffic,,LP,27 AUG 2022
LP5516,LPPT,INBOM,,"ONLY AVBL FOR TFC
Type RNAV (ALL letters A, B, C, D)
------
COMPULSORY FOR TFC
VIA AGADO, DEMOS, XERES, PINEK, TURON, PRT, ABLEG, MANIK, VIS, DIKMO",H24,"Airport connectivity
To allocate correctly departing traffic",,LP,27 AUG 2022
LP5517,LPPT,IXIDA,,"ONLY AVBL FOR TFC
Type RNAV (ALL letters A, B, C, D)
------
COMPULSORY FOR TFC
VIA ADORO, BALNO, RIVRO, TOSDI.",H24,To allocate correctly departing traffic,,LP,27 AUG 2022
LP5500,LPPT,BUSEN,,"COMPULSORY FOR TFC
1. via DEMOS, RETEN, RIPEL, XERES
Traffic shall file BUSEN - ORSOS - DEMOS, RETEN, RIPEL, XERES
2. via ARMED, BANAL, PETEK, DETOX, ERPES, GUNTI, KOMUT, LUTAK, MANOX, NAVIX
------
ONLY AVBL FOR TFC
Type RNAV (ALL letters A, B, C, D)",H24,"To allocate correctly departing traffic
1. 	To minimize the impact on LPPCNORTH and LPPCNOU",,LP,27 AUG 2022
LP5519,LPPT,GANSU,,"ONLY AVBL FOR TFC
Type RNAV (ALL letters A, B, C, D)
------
COMPULSORY FOR TFC
VIA ORTIS, NELSO, ABALO, EPAKA, IRKID, LIDRO, SNT, NARTA, PECKY",H24,To allocate correctly departing traffic,,LP,27 AUG 2022
LP5520,LPPT,NAKOS,,"ONLY AVBL FOR TFC
Type RNAV (ALL letters A, B, C, D)
------
COMPULSORY FOR TFC
VIA BAROK, TAKAV, ADILI",H24,To allocate correctly departing traffic,,LP,27 AUG 2022
LP5521,LPPT,TROIA,,"ONLY AVBL FOR TFC
Type RNAV (ALL letters A, B, C, D)
------
COMPULSORY FOR TFC
VIA OSLAD, AMSEL, ORTOP, MINTA, PIREN, VFA",H24,To allocate correctly departing traffic,,LP,27 AUG 2022
LP5522,LPPT,GAIOS,,"ONLY AVBL FOR TFC
Type RNAV (ALL letters A, B, C, D)
------
COMPULSORY FOR TFC
 VIA LASIB, ROSAL, BEJ",H24,"Airport connectivity 
To allocate correctly departing traffic",,LP,27 AUG 2022
LP5523,LPPT,LIGRA,,"ONLY AVBL FOR TFC
Type RNAV (ALL letters A, B, C, D)
------
COMPULSORY FOR TFC
VIA BEXAL",H24,To allocate correctly departing traffic,,LP,27 AUG 2022
LP5524,LPPT,"FTM, ESP",,"COMPULSORY FOR TFC
ACFT-PBN (CONV)",H24,To allocate correctly departing traffic,,LP,27 AUG 2022
LK5564,LKKV,ODPAL,,"COMPULSORY FOR TFC
via TOMTI, LAGAR",H24,To force traffic on correct DEP route,,LK,04 JAN 2023
LK5566,LKTB,TUMKA,,"COMPULSORY FOR TFC
1. via BAVRI, RUDAP, OKG, RAPET, VARIK, VEXIL, HDO, BEFRE
2. ARR PRAGUE_GROUP, LKKV",H24,To force traffic on correct DEP route,,LK,04 JAN 2023
LK5568,LKKU,BNO,,"COMPULSORY FOR TFC
1. via BAVRI, RUDAP, OKG, RAPET, VARIK, VEXIL, HDO, BEFRE
2. ARR PRAGUE_GROUP, LKKV",H24,To force traffic on correct DEP route,,LK,04 JAN 2023
LK5571,LKPD/CV,BULEK,,"COMPULSORY FOR TFC
via HDO, BEFRE, TOMTI, LAGAR",H24,To force traffic on correct DEP route,,LK,04 JAN 2023
LK5572,LKPD/CV,USUPA,,"COMPULSORY FOR TFC
via BAVRI, LUPEV, PISAM, LANUX",H24,To force traffic on correct DEP route,,LK,04 JAN 2023
LK5573,LKPD,TIBLA,,"COMPULSORY FOR TFC
via BAVOK, PADKA, LZBBFIR, MIKOV",H24,To force traffic on correct DEP route,,LK,04 JAN 2023
LK5574,LKCV,BODAL,,"COMPULSORY FOR TFC
via BAVOK, PADKA, LZBBFIR",H24,To force traffic on correct DEP route,,LK,04 JAN 2023
LE5626,LEIB,LAMPA,,"ONLY AVBL AND COMPULSORY FOR TFC
ARR LEPA/SJ",H24,Traffic allocation within Palma TMA,,LE,06 SEP 2022
LS5619,LSGG,SPR,,"NOT AVBL FOR TFC
via G5 FRI above FL095",H24,AIP Switzerland reference ,,LS,06 SEP 2022
LE5611,LEAM,DOSEK,,"ONLY AVBL FOR TFC
When LER63 not active",H24,To avoid entering LER63 (san javier Flight and parachuting school),,LE,06 SEP 2022
EG5790,EGSH,EBOTO,,"ONLY AVBL FOR TFC
ARR EGBB,EGBE BLW FL155",H24,To enable/enforce correct connectivity to standard routings and reflect operational procedures,,EG,07 SEP 2022
EK5518,EKCH,"BETUD, GOLGA, KEMAX, KOPEX, LANGO, NEXEN, ODN,
SALLO,
SIMEG, VEDAR",,"COMPULSORY FOR TFC
except ARR COPENHAGEN_GROUP, MALMO_GROUP",H24,To force traffic onto the correct SID,,EK,07 SEP 2022
EK5519,EKCH,KOPEX,,"ONLY AVBL FOR TFC
flt-type Propellor",H24,To force traffic onto the correct SID,,EK,07 SEP 2022
EK5520,EKCH,"LANGO, NEXEN ",,"ONLY AVBL FOR TFC
flt-type Jet",H24,To force traffic onto the correct SID,,EK,07 SEP 2022
EB5522,EBBR/EBMB,HELEN,,"COMPULSORY FOR TFC
ARR EHAM",H24,to force traffic on the correct routing/SID,,EB,10 SEP 2022
LP5518,LPPT,,"PORLI, PORTA, UREDI, OGERO, ELVAR","ONLY AVBL FOR TFC
Type RNAV (ALL letters A, B, C, D)
------
COMPULSORY FOR TFC
VIA PORLI, PORTA, UREDI, OGERO, ELVAR",H24,To allocate correctly departing traffic and ensure correct FDP,,LP,10 SEP 2022
LF7111,LFLS,,ARBON,"ONLY AVBL FOR TFC
ARR LFLL,LFLY",H24,airport connectivity,,LF,23 SEP 2022
LF5600,LFLL,,LSE,"ONLY AVBL FOR TFC
ARR LFLY",H24,For POGO flights,,LF,23 SEP 2022
LF5593,"LFLL,LFLY",,ARBON,"ONLY AVBL FOR TFC
ARR LFLS",H24,ARR/DEP facilitation,,LF,23 SEP 2022
LF5601,LFLY,,LSE,"ONLY AVBL FOR TFC
ARR LFLL",H24,For POGO flights,,LF,23 SEP 2022
LF7116,LFMU,"AFRIC,FJR,KELAM,MEN",,"COMPULSORY FOR TFC
VIA LFMMCTA",H24,Flow organization,,LF,23 SEP 2022
LF5558,LFLV,,"VZ,SINPO","ONLY AVBL FOR TFC
ARR LFLN",H24,"ARR/DEP facilitation
",,LF,23 SEP 2022
LF7118,LFLV,,RIMOR,"ONLY AVBL FOR TFC
ARR LFLC",H24,Airport connectivity,,LF,23 SEP 2022
EI5518,EINN,,SHA,"ONLY AVBL FOR TFC
BELOW FL085",H24,Connectivitiy from EINN and AIP Conditions,,EI,16 SEP 2022
EI5529,EICK,,CRK,"ONLY AVBL FOR TFC
BELOW FL085",H24,Connectivity from EICK and AIP Conditions,,EI,16 SEP 2022
LF7121,LFBZ,,MAGEC,"ONLY AVBL FOR TFC
ARR LFBM/BY/CZ/IL",H24,airport connectivity,,LF,03 OCT 2022
LF5829,LFBK,,"LARON, RISUN","COMPULSORY FOR TFC
via LFBBUBDX
------
NOT AVBL FOR TFC
via LFBBUBDX except
1. via RISUN G21 KUKOR DCT ENUPA
2. via LARON G21 GUERE DCT EVPOK DCT AGN DCT ANETO
3. via LARON G21 GUERE DCT EVPOK DCT NARAK DCT GAI
4. via LARON G21 GUERE DCT BEBIX DCT LMG DCT UVELI DCT OSMOB DCT VAVIX DCT BTZ [DCT/R10] URUNA
5. via LARON G21 GUERE DCT BEBIX DCT LMG DCT UVELI DCT OSMOB DCT VAVIX DCT NETUK
6. via LARON G21 GUERE DCT BEBIX DCT LMG DCT UVELI DCT OSMOB DCT ARVID
7.  via LARON G21 GUERE DCT BEBIX DCT LMG DCT MANAK
8.  via LARON G21 GUERE DCT BEBIX DCT LMG DCT FOUCO DCT TUPAR",H24,"Airport connectivity
----
to organize DEP in LFBBUBDX","FRA rule
In CACD define as per Annex3B:
VAVIX DCT BTZ: MEA-UNL
Other DCTs: FL195-UNL",LF,03 OCT 2022
LF5873,LFBE,"VELIN, BUGUS, SECHE","SAU, VELIN, BUGUS, SECHE","COMPULSORY FOR TFC
via LFBBUBDX
------
NOT AVBL FOR TFC
via LFBBUBDX except
1. via VELIN DCT UVELI DCT CNA DCT MANAK
2. via VELIN DCT UVELI DCT CNA DCT TUPAR
3. via VELIN DCT UVELI DCT CNA DCT GALOF
4. via BUGUS DCT POI
5. via BUGUS DCT ADABI DCT BOKNO
6. via BUGUS DCT TUDRA DCT BEVOL
7. via BUGUS DCT LMG
8. via SAU DCT OSMOB DCT VAVIX DCT BTZ [DCT/R10] URUNA
9. via SAU DCT OSMOB DCT VAVIX DCT NETUK
10. via SECHE",H24,"Airport connectivity
----
to organize DEP in LFBBUBDX","FRA rule
In CACD define as per Annex3B:
SAU DCT OSMOB: FL145-UNL
VAVIX DCT BTZ: MEA-UNL
Other DCTs: FL195-UNL",LF,03 OCT 2022
LF5811,LFSL,"MAKOX, LAVRA ","MAKOX, LAVRA, PERIG","COMPULSORY FOR TFC
via LFBBUBDX
------
NOT AVBL FOR TFC
via LFBBUBDX except
1. via PERIG DCT POI
2. via PERIG DCT ADABI DCT BOKNO
3. via PERIG DCT CNA
4. via MAKOX G36 LMG
5. via MAKOX DCT DIBAG DCT TUDRA DCT BEVOL
6. via LAVRA DCT NARAK DCT AGN
7. via LAVRA DCT NARAK DCT DITEV DCT MEN DCT NINUN
8. via LAVRA DCT NARAK DCT GAI DCT DEGOL DCT FJR
9. via LAVRA DCT NARAK DCT GAI DCT PPG A27 KANIG with ARR LEGE
10. via LAVRA DCT NARAK DCT GAI DCT LOMRA DCT ROCAN",H24,"Airport connectivity
----
to organize DEP in LFBBUBDX","Other SID only available below FL195 in LFBBFIR
FRA rule
In CACD define as per Annex3B:
LAVRA DCT NARAK, NARAK DCT AGN, MAKOX DCT DIBAG: MEA-UNL
Other DCTs: FL195-UNL",LF,03 OCT 2022
LF5759,LFBS,,LAPOS,"COMPULSORY FOR TFC
DEP LFBS
------
NOT AVBL FOR TFC
via LFBBUBDX except
1. via LAPOS DCT VAVIX DCT NETUK
2. via LAPOS DCT VAVIX DCT BTZ DCT URUNA
3. via LAPOS DCT VAVIX DCT CNA
4. via LAPOS DCT VAVIX DCT POI
5. via LAPOS DCT VAVIX DCT ADABI DCT BOKNO
6. via LAPOS DCT VAVIX DCT TUDRA DCT BEVOL
7. via LAPOS DCT VAVIX DCT OSMOB DCT LMG
8. via LAPOS DCT VAVIX DCT SAU DCT SECHE",H24,"Airport connectivity
----
to organize DEP in LFBBUBDX","FRA rule
In CACD define as per Annex3B:
LAPOS DCT VAVIX, VAVIX DCT SAU: MEA-UNL
Other DCTs: FL195-UNL",LF,03 OCT 2022
LF5796,LFBN,,"POI, VERAC","COMPULSORY FOR TFC
via LFBBUBDX
------
NOT AVBL FOR TFC
 via LFBBUBDX except
1. via VERAC B19 CNA DCT VAVIX DCT NETUK
2. via VERAC B19 CNA DCT VAVIX DCT BTZ [DCT/R10] URUNA
3. via VERAC B19 CNA DCT UVELI DCT SECHE
4. via POI R66 GUSON DCT LARON DCT KUKOR DCT ENUPA
5. via POI R66 GUSON DCT LARON DCT VALKU DCT LABAL
6. via POI R66 GUSON DCT LARON DCT VALKU DCT TIS
7. via POI R66 GUSON DCT LARON DCT VALKU DCT LERGA",H24,"Airport connectivity
----
to organize DEP in LFBBUBDX","FRA rule
In CACD define as per Annex3B:
VAVIX DCT BTZ, VALKU DCT LERGA: MEA-UNL
GUSON DCT LARON: FL65-UNL
Other DCTs: FL195-UNL",LF,03 OCT 2022
LF5821,LFDH,,AGN,"COMPULSORY FOR TFC
via LFBBUBDX
------
NOT AVBL FOR TFC
via LFBBUBDX except
1. via AGN R17 SECHE DCT UVELI DCT CNA
2. via AGN DCT POKET DCT POI
3. via AGN DCT POKET DCT ADABI DCT BOKNO
4. via AGN DCT DIBAG DCT TUDRA DCT BEVOL
5. via AGN A34 LMG
6. via AGN DCT GAI DCT MEN DCT NINUN
7. via AGN DCT GAI DCT DEGOL DCT FJR
8. via AGN DCT GAI DCT PPG A27 KANIG with ARR LEGE
9. via AGN R17 TOU DCT LOMRA DCT ROCAN
10. via AGN DCT MAQAB DCT TIVLI
11. via AGN DCT DIGPO DCT LATEK",H24,"Airport connectivity
---
To organize DEP in LFBBUBDX","FRA rule
In CACD define as per Annex3B:
SECHE DCT UVELI, AGN DCT POKET, AGN DCT DIBAG, AGN DCT GAI, AGN DCT MAQAB, AGN DCT DIGPO:  MEA-UNL
TOU DCT LOMRA: FL145-UNL
Other DCTs: FL195-UNL",LF,03 OCT 2022
LF5831,"LFDA, LFCN",,LMB,"COMPULSORY FOR TFC
via LFBBUBDX
------
NOT AVBL FOR TFC
via LFBBUBDX except
1. via LMB G17 AGN DCT SECHE DCT UVELI DCT CNA DCT MANAK
2. via LMB G17 AGN DCT SECHE DCT UVELI DCT CNA DCT TUPAR
3. via LMB G17 AGN DCT POKET DCT POI
4. via LMB G17 AGN DCT POKET DCT ADABI DCT BOKNO
5. via LMB G17 AGN DCT DIBAG DCT TUDRA DCT BEVOL
6. via LMB G17 USAKU DCT GONUP DCT ANETO
7. via LMB G17 AGN DCT GAI DCT DEGOL DCT FJR
8. via LMB G17 AGN DCT GAI DCT MEN DCT NINUN
9. via LMB G17 AGN DCT TOU DCT LOMRA DCT ROCAN
10. via LMB G17 BTZ DCT URUNA
11. via LMB G17 BTZ DCT NETUK",H24,"Airport connectivity
--------
to organize DEP in LFBBUBDX","FRA rule
In CACD define as per Annex3B:
AGN DCT POKET, AGN DCT DIBAG:  MEA-UNL
Other DCTs: FL195-UNL",LF,03 OCT 2022
LF5800,LFLW,,"ESISI, MEN, LAVRA","COMPULSORY FOR TFC
via LFBBUBDX
------
NOT AVBL FOR TFC
via LFBBUBDX except
1. via LAVRA DCT NARAK DCT AGN
2. via LAVRA DCT NARAK DCT GAI DCT PPG A27 KANIG with ARR LEGE
3. via LAVRA DCT NARAK DCT GAI DCT LOMRA DCT ROCAN 
4. via ESISI DCT PERIG DCT CNA
5. via ESISI DCT PERIG DCT POI
6. via ESISI DCT PERIG DCT ADABI DCT BOKNO
7. via ESISI DCT PERIG DCT DIBAG DCT TUDRA DCT BEVOL
8. via MEN DCT NINUN",H24,"Airport connectivity
----
to organize DEP in LFBBUBDX","FRA rule
In CACD define as per Annex3B:
LAVRA DCT NARAK: MEA-UNL
Other DCTs: FL195-UNL",LF,03 OCT 2022
LF5981,"LFCU, LFDS",,"PERIG, NARAK","COMPULSORY FOR TFC
via LFBBUBDX
------
NOT AVBL FOR TFC
via LFBBUBDX except
1. via PERIG DCT POI
2. via PERIG DCT ADABI DCT BOKNO
3. via PERIG DCT DIBAG DCT TUDRA DCT BEVOL
4. via PERIG DCT CNA DCT MANAK
5. via PERIG DCT CNA DCT TUPAR
6. via NARAK DCT DITEV DCT MEN DCT NINUN
7. via NARAK DCT GAI DCT DEGOL DCT FJR
8. via NARAK DCT GAI DCT LOMRA DCT ROCAN
9. via NARAK DCT AGN",H24,"Airport connectivity
----
to organize DEP in LFBBUBDX","FRA rule
In CACD define as per Annex3B:
NARAK DCT AGN: MEA-UNL
Other DCTs: FL195-UNL",LF,03 OCT 2022
