ID,Airway,From,To,"Point or
Airspace",Utilization,"Time
Applicability",Categorisation,"Operational
Goal",Remarks,ATC Unit,NAS/FAB,"Release
Date"
LS2776,,,,MOBLO,"NOT AVBL FOR TFC
via LSASFRA
Except
1. GVA and then MOBLO DCT LURAG
2. IRMAR and then MOBLO DCT LAMUR
3. IRMAR and then MOBLO DCT UBIMA
4. MOBLO N853 UBIMA with ARR LSGC, LSMP, LSGK, LSTS, LSZB LSZG, LSME, LSZC.
5. ARR LSGS
6. GIGUS AND then MOBLO DCT DITON","1.-5. H24
6. 22:00..05:00 (23:00..04:00)",S,"1. MOBLO DCT LURAG is only available for traffic from GVA
2. MOBLO DCT LAMUR is mandatory for certain destinations when  LST21Z, LST22Z, LST201Z, LST202Z are not active - see LS2792
3. MOBLO DCT UBIMA (DCT SOSLA DCT KORED) to be used when LST21Z, LST22Z, LST201Z, LST202Z are active
4. To provide connections to the ATS route for traffic arriving LSAS area
5. To provide an ATS route connection for arrivals LSGS. Flights for LSGS can change to VFR at MOBLO if LST900Z is active or use MOBLO Y224 VALOR to connect to the STAR if LST900Z is not active.
6. GIGUS DCT MOBLO DCT DITON DCT LADOL shorter night time option.",LSASFRA,"(LSAGACC, LSAZACC)",LS,7-Sep-23
LS2786,,,,VANAS,"NOT AVBL FOR TFC
via LSASFRA
Except
1. to MEDAM when via GEMLA
2. to MEDAM with flt-type M
3. when via KINES DCT VANAS and then (ESOKO, MOBLO)
4. via VANAS N853 MOBLO with ARR LSGC, LSMP, LSGS, LSGK, LSTS, LSZB, LSGL, LSZG, LSME, LSZC
5. to MEDAM with DEP LFGJ, LFSD, LFLB, LFLP, LSGS, GENEVA_GROUP
6. via VANAS B46 GOLEB with ARR (LFLI, LFHN, LSGL, LSGP, LFSD, LFGJ, LFQM, LFEV, LFGI, LFLH)",H24,S,"1. & 2. VANAS DCT MEDAM is only available for traffic from GEMLA and state flights.
3. KINES DCT VANAS DCT ESOKO only available when when LST21Z, LST22Z, LST201Z, LST202Z are not active.  When active flights should plan KINES DCT VANAS DCT MOBLO DCT UBIMA DCT SOSAL
4. - 6.  To provide connections to the mentioned ATS routes for arrivals/departures to  the mentioned aerodormes.
",LSASFRA,"(LSAGACC, LSAZACC)",LS,7-Sep-23
LSLF1115,,,,OMASI,"NOT AVBL FOR TFC
1. ARR (EDNY/EDTD/EDTM LSMD/ZA/ZH/ZR/ZS, LFJL/ST/SN, BASEL_GROUP)
Below FL285 if RFL is above FL285 before OMASI in LFMMYY
2. ARR (BERN_GROUP, GENEVA_AREA) except LSGK,LSTS
Below FL245 if RFL is above FL245 before OMASI in LFMMYY
3. Except ARR (LS, EDNY/EDTD/EDTM, LFJL/ST/SN, BASEL_GROUP)
a. Below FL315 if RFL is above FL315 before OMASI in LFMMYY
b. Below FL335 if RFL is above FL335 before OMASI in LFMMYY 
c. Below FL355 if RFL is above FL355 before OMASI in LFMMYY
d. Below FL375 if RFL is above FL375 before OMASI in LFMMYY
4. ARR (EDNY/EDTD/EDTM, LSMD/ZA/ZH/ZR/ZS, LFJL/ST/SN, BASEL_GROUP)
Below FL305 if RFL is above FL305 before OMASI in LFMMYY","1. H24
 AIRAC MAR ..AIRAC OCT 
2,3. H24
4. H24
 AIRAC NOV..AIRAC FEB ",S,"1. To prevent low filing. Traffic ARR LSMD/ZR,
 EDNY/TD/TM, shall file SOSAL/TELNO/ LAMUR/FL200, BASEL_GROUP/LSZH shall file SOSAL/TELNO/LAMUR FL220 to be compliant with LS2424.  Traffic ARR LFJL/QE/QP/SG/SI/SN/SO/ST shall file VADEM/FL280 to be compliant with LSLF1089
2. To prevent low filing. Traffic ARR BERN_GROUP, Geneva Area shall file MOLUS/FL100
",,"LSAGACC,LFMMACC ","LS,LF",7-Sep-23
LS2780,,,,MOLUS,"NOT AVBL FOR TFC
via LSASFRA
except via 
1. (ORSUD, KUKEV, BANKO) and then MOLUS DCT GILIR
2. (ORSUD, KUKEV) and then MOLUS DCT IBODI
3. MOLUS DCT UNKIR
4. LUSAR and then MOLUS DCT KORED below FL275
5. MOLUS Z64 SPR with ARR LSGC, LSGL
6. MOLUS N871 SOSAL 
a) ARR LSMP, LSGK, LSTS, LSZB, LSZG, LSME, LSZC, BASEL_GROUP
b) DEP LSGG, LSGC, LSGS, LSGL, LFLJ, LFKA, LFLI, LFHN
7. MOLUS T330 GILIR with dep LFLL, LFLS, LFLY, LFLB,LFLP)",H24,S,"1. - 3. MOLUS DCT GILIR, IBODI, UNKIR is only avialable for traffic from LIMMUTA
4. MOLUS DCT KORED is only available for traffic from LFFFUTA arriving in the LSAZ area 
5. - 7. To provide connections to the mentioned ATS routes for arrivals/departures to the mentioned aerodromes.
",LSASFRA,"(LSAGACC, LSAZACC)",LS,7-Sep-23
LS2860,,,,LSASFRA,"NOT AVBL FOR TFC
ARR LSGK, LSTS
EXC VIA
1. BENOT N869 NEMOS Y58 VADAR
2. OMASI N871 SOSAL
3. IRMAR DCT KINES DCT VANAS N853 MOLUS N871 SOSAL
4. LUSAR Z64 MOLUS N871 SOSAL
5. KUKEV L50 BANKO A1 ODNUP Z64 MOLUS N871 SOSAL
6. AOSTA L615 BANKO A1 ODNUP Z64 MOLUS N871 SOSAL
7. IRMAR DCT MEDAM DCT VANAS N853 MOLUS N871 SOSAL",H24,S,"To create structural limitations to manage the traffic flows decending to the mention AD from the FRA skyguide so that capacity, complexity and safety can be maintained.  Any other ATS RTS than mentioned in column F can only be filed below FL195 in skyguide AoR.",LSASFRA,"(LSAGACC, LSAZACC)",LS,7-Sep-23
LS2797,,,,ULMES,"NOT AVBL FOR TFC
1.VIA LSASFRA
EXC
a. ARR LSGG, LSMP
b. ULMES DCT VADAR
c. ULMES Z669 ESEVA with ARR (LSGS, LSGK, LSTS, LSGL, LFLL, LFLY, LFLS, LFLB, LFLP, LFLJ, LFKA)
d. ULMES DCT INCUS ABV FL245
e. ULMES DCT NINTU ABV FL245
f. ULMES DCT NINTU ABV FL195 WITH DEP LFSB
2. DEP LFSB VIA ULMES BELOW FL195 AND THEN NINTU WITH RFL ABV FL195","1. a,b,c H24
1. d,e 22:00..05:00 (23:00..04:00)
1. f 05:00..2200 (04:00..23:00)
2. H24",S,"1.a.  LSGG STAR
         b. ULMES DCT VADAR for overflights via LSASFRA.
c. ULMES Z669 ESEVA to provide connections for arrivals to the mentioned aerodromes.
d. & e. ULMES DCT INCUS, NINTU for shorter night time connections.
f. ULMES DCT NINTU FOR DEP LSFB via LSASFRA
2. 	THIS TFC SHALL FILE ULMES DCT NINTU ABV FL195
",LSASFRA,"(LSAGACC, LSAZACC)",LS,7-Sep-23
EHEG1010,Z344,ABNED,AMRIV,,"ONLY AVBL FOR TFC
ARR EGKBEGKA/KB/KK/LC/MC/TO
acft-eqpt (D1, D2, D3, D4, O1, O2, O3, O4) above FL095",H24,S,Dedicated arrival routes,,"(EHAAACC,
EDYYUAC)","EH,EG",8-Sep-23
EHEG1007,M40,NOGRO,RINIS,,"NOT AVBL FOR TFC
1. ARR EGBJ/HH/HI/HO/LD/LL/TK/WU, BRIZE_GROUP, FARNBOROUGH_GROUP
2. ARR EGKA/EGKK
3. ARR EGKB/LC/MC/TO
4. DEP EH*/Overfly EH* with-RFL-below FL245 except
a. ARR EGGW/SC/SS/TC/YD/XW, EAST_ANGLIAN_GROUP (except DEP EHBD/EH/RD)
b. DEP EHGG with RFL above FL245
5. ARR EGBG, MIDLANDS_GROUP, SEVERN_GROUP or Via (BETAX, CPT, ELVOS, LESTA, SAM, TNT, ICTAM, SAWPE, OKSAW)
Except above FL275
a. Via EDYYDJEV
b. DEP(EDDG, EDDK, EDDL, EDFQ, EDGS, EDLA, EDLE, EDLI, EDLN, EDLP, EDLS, EDLV, EDLW, EDWE, EDWF, EDWI, ETNG, ETNN, EHGG) via PAM
6.acft-eqpt NOT (D1, D2, D3, D4, O1, O2, O3, O4) above FL095",H24,S,"1. This traffic shall file via ABNED-L980-XAMAN
2. This traffic shall file via AMRIV-Q63-SUMUM
3. This traffic shall file via ABNED L980-XAMAN (if DEP EH** or RFL below FL215) or via SUMUM (RFL255+)..
4. This traffic shall file via SUMUM (if ARR EGKK) or XAMAN
Traffic DEP EHBD/EH/RD with ARR ARR EGGW/SC/SS/YD/XW, EAST_ANGLIAN_GROUP shall file via ABNED L980-XAMAN
5. Dedicated overflight route, traffic orientation. 
6. This route is only available for RNAV1 equipped traffic",,"(EHAAACC, EDYYUAC)","EH,EG",8-Sep-23
EHEG1008,L980,ABNED,XAMAN,,"NOT AVBL FOR TFC
1. ARR EGGW/SC/SS/TC/YD/XW, EAST_ANGLIAN_GROUP
    Except DEP EHBD/EH/RD
2. ARR EGKA/EGKK
3. ARR EGBG, MIDLANDS_GROUP, SEVERN_GROUP
    Except DEP EH**/Overfly EH** below FL245
4. ARR EGKB/LC/MC/TO
    Except DEP/Overfly EH** with RFL below FL215 in EH
5. Via EDYYUTA and then via BETAX, GAPLI, LESTA, SAM, TNT, OKSAW, CESQA, SAWPE , ENHAQ 
except
a. DEP EHBD, EHEH
b. ARR EGHH, EGHI via UMBUR
c. ARR BRIZE_GROUP
6. ARR SEVERN_GROUP via EDYYUTA except DEP EHBD, EHEH
7. acft-eqpt NOT (D1, D2, D3, D4, O1, O2, O3, O4)  above FL095",H24,S,"1. This traffic shall file via RINIS.
2. This traffic shall file via SUMUM
3. This traffic shall file via RINIS/SUMUM.
4. To keep below descending traffic. This traffic must remain below FL215 in EH airspace.  Traffic requesting above FL215 shall route via SUMUM
5, 6. This traffic shall file via RINIS/SUMUM (FL275+).
7.This route is only available for RNAV1 equipped traffic",,,"EH,EG",8-Sep-23
LF3603,,,,MONOT,"NOT AVBL FOR TFC
 via LFFRASW except DEP LFOB/PB/PG/PT with eng-type(P,T)
1. via MONOT DCT LAMUT DCT UTUVA DCT LERGA
2. via MONOT DCT LAMUT DCT UTUVA DCT TITVA DCT NOQAS
3. via MONOT DCT LAMUT A3 ATRID 
a. with ARR CLERMONT_FERRAND_GROUP,  SAINT_YAN_GROUP
b. via ATRID A3 MOU with ARR LYON_GROUP
4. via MONOT DCT UFFIX","1. H24
2. H24
3a. H24
3b. 16 DEC..30 MAR
SAT..SUN 06:00..18:00 (05:00..17:00)
4. H24",S,to organize flow in LFBB UIR,"FRA rule, Entry
In CACD define as per Annex3B:
MONOT DCT LAMUT, UTUVA DCT LERGA: MEA-UNL
MONOT DCT LAMUT,  MONOT DCT UFFIX: FL115-UNL
Other DCTs: FL195-UNL","LFBBACC, LFFFACC",LF,8-Sep-23
LF3587,,,,LFBBRL,"NOT AVBL FOR TFC
1. VIA TUPAR
a. ARR (BORDEAUX_GROUP, LFBM) ABV FL295 
b. ARR (TOULOUSE_GROUP, LFBA, LFCR) ABV FL355
c. ARR LFBL
2. VIA SOPIL WITH ARR (BORDEAUX_GROUP, LFSL) ABV FL335
3. VIA GALOF WITH ARR (LFBD, LFBE) ABV FL275",H24,S,"1. 2. 3. FL profile according LOA  LFBB-LFRR
1.c. This traffic shall file LUGEN G54 POI
",,"LFBBACC, LFRRACC",LF,8-Sep-23
LF3228,UM139,MOTUK,LUL,,"NOT AVBL FOR TFC
ARR EDNY/TM, LSGK/GS/MA/ME/TS/ZM/ZC/ZG/ZR/ZS
ABV FL275",H24,S,To comply with LFEE/LSAZ LOA,,LFEEACC,LF,8-Sep-23
LFLE1027,,,,DIBER,"ONLY AVBL FOR TFC
1. DEP (BARCELONA_GROUP, LEMG, LEVC)
2. ARR (MONTPELLIER_GROUP, PROVENCE_GROUP, RHONE_GROUP, TOULON_GROUP, ARR NICE_GROUP)
------
NOT AVBL FOR TFC
1. DEP LEGE ABV FL285
2. DEP (LEBL, LEDA, LELL, LERS) ABV FL305
3. ARR (MONTPELLIER_GROUP, PROVENCE_GROUP, RHONE_GROUP, TOULON_GROUP)  VIA LFMMFF ABV FL305
4. ARR NICE_GROUP  VIA LFMMFF ABV FL345",H24,S,"LoA LECB/LFMM
Flow organization and vertical profile information",,"(LFMMACC,
LECBACC)","LF,LE",8-Sep-23
LFLE1028,,,,LUMAS,"NOT AVBL FOR TFC
1.  ARR (MONTPELLIER_GROUP, NICE_GROUP, PROVENCE_GROUP, RHONE_GROUP, TOULON_GROUP above)  VIA LFMMFF ABV FL305
2. DEP LEGE
3. DEP (LEBL/MH/RS With-RFL-above, LEMH, LERS) AND RFL ABV FL345 IN LE","1 & 2 H24
3.  H24
,2. H24
3. AIRAC MAR..AIRAC OCT",C,"LoA LECBACC and LFMMACC
1. Profile information, to anticipate descent avoiding LFMMF23 sector
2. Departures from LEGE shall file DIBER .
3. To segregate departing traffic from overflying traffic.
To offload LECBMNU.",,"(LFMMACC,
LECBACC)","LF,LE",8-Sep-23
LF3297,,,,LFRREST,"NOT AVBL FOR TFC
1. DEP (DEAUVILLE_GROUP, LFRM, LFJR, LFOP, LFOE, LFOT)
2. DEP LFQQ via DPE
3. ARR (LONDON_GROUP, FARNBOROUGH_GROUP, EGHH, EGHI, EGDM, EGHR)
4. ARR (LFFFFIR except LILLE_GROUP, LFRK)
5. DEP Jersey_Group via AMB
6. DEP LFRRFIR with ARR (LILLE_GROUP,LFOK/QA/QB/LA, EBKT/CV)",H24,S,"1. Traffic Organisation ; LoA between LFFF and LFRR ; to offload LFRRZS and LFRRXS sectors. Traffic should file below FL 295 until SOMIL/UTELA/CTL/GELTA/PEKIM/OKASI/KETEX/DISAK/OBATO
2. Traffic organisation. Traffic should file below FL 295 until DPE
3. Traffic organisation
4.  Traffic organisation. Traffic should file below FL295
5. This traffic shall file via TUPAR UN863 AGN
6. LOA LFFF/LFRR",,"(LFRRACC,LFFFACC,LFEEACC)",LF,8-Sep-23
LF3504,,,,LFRRVKIU,"NOT AVBL FOR TFC
1. ARR (EGHQ, EGTE, EGBJ, EGGD, EGFF, EGHH, EGHI, EGSY, EGDM, EGHR)
2. DEP (LFRH, LFRQ, BREST_GROUP)","1.AIRAC MAR..AIRAC OCT
H24
2.H24",C,"Traffic organization,
traffic should file below in LFRRVKS (at RFL 340 and below)",,LFRRACC,LF,8-Sep-23
LF3776,,,,LFRRNFIU,"NOT AVBL FOR TFC
1. ARR NANTES_GROUP, POITIERS_GROUP, LIMOGES_GROUP, LFBH except via LFRREST",1. H24,C,1. Traffic organisation,,LFRRACC,LF,8-Sep-23
LF3454,,,,LFRRNIU,"NOT AVBL FOR TFC
1.ARR LIMOGES_GROUP, BORDEAUX_GROUPLFBD, LFBE, LFBC, LFBS, LFBX, LFCH, LFDI , LFBM
2.DEP PARIS_GROUP, LFOB
3. VIA LFBBRL  AND THEN LFRRG, LFRRA","1.AIRAC MAR..AIRAC OCT H24
2.AIRAC MAR..AIRAC OCT 09:00..13:00
3.H24",S,"1.To profile descent (Flight Efficiency) according to FDPS constraints
Traffic should file below FL345 by GODEM/LEBRI/DESAB/UNEKO
2.. Traffic organization during summer
2. To offload LFRRNIU sector during summer
Traffic may file below FL350 until clear of sector
3. Traffic Via LFBBRL and then (LFRRG, LFRRA) should file via GALOF",,LFRRACC,LF,8-Sep-23
LF3349,UN872,KOVIN,PON,,"NOT AVBL FOR TFC
1. ARR LFOV, LFRN above FL335
2. ARR LFOH, LFOP, LFOT, LFRG, LFRK, LFRM, LFOQ, LFOD, LFJR and above FL295
3. ARR LFRN, LFRS above FL355",H24,S,"1.To comply with LFRR-LFEE LOA
2,3. To comply with LFEE/LFRR and LFEE/LFFF LOAs",,"LFEEACC,LFFFACC, LFRRACC",LF,8-Sep-23
LF3350,UT300,BSN,PON,,"NOT AVBL FOR TFC
1. ARR LFOV, LFRN above FL335
2. ARR LFOH, LFOP, LFOT, LFRG, LFRK, LFRM, LFOQ, LFOD, LFJR and above FL295
3. ARR LFRN, LFRS above FL355",H24,S,"1.To comply with LFRR-LFEE LOA
2.To comply with LFEE/LFRR and LFEE/LFFF LOAs",,"LFEEACC,LFFFACC, LFRRACC",LF,8-Sep-23
LF3503,,,,LFRRNU,"NOT AVBL FOR TFC
ARR (EGHQ, EGTE, EGBJ, EGGD, EGFF, EGHH, EGHI, EGSY, EGDM, EGHR)","AIRAC MAR..AIRAC OCT
H24",C,"To offload LFRRNU sector, 
Traffic should file below in sector LFRRNI (RFL 360 and below)",,LFRRACC,LF,8-Sep-23
LF2882,,,,RESMI,"NOT AVBL FOR TFC
1. ARR LFBI
2. Via BOKNO except DEP LFOA with ARR LFOA
3. via (MOPIL, MATIX) and then RESMI
4.ARR (LFLC, LFSD, LFGJ, LFLN, LFLO, LFLV, LFBL) above FL315
5.Via INPAX and then TABOV",H24,C,"1. To avoid descent through Paris TMA 
2. To allowed military flights from LFOA
3. Traffic organisation. These traffic should file CIV-KOVIN-RESMI
4. LoA between LFBB and LFRR  and  LOA between LFFF and LFRR 
5. Replacement of former LF3302",,LFRRACC,LF,8-Sep-23
LM2084,,,,VESOD,"COMPULSORY FOR TFC
1. DEP LMML via LIRRFIR/UIR  and-then LIBBFIR/UIR CTA and-then LGGGFIR/UIR 
2.DEP LMML via LIRRFIR/UIR and-then LIBBFIR/UIR CTA and then LAAAFIR",H24,S,To segregate LMML ARR / DEPs and enable continuous climb / descent operations.,,,LM,12-Sep-23
LK2348,,,,LEDVA,"ONLY AVBL FOR TFC
1. VIA NETIR, BAVOK, REGLI
2. ARR BRNO_GROUP, LKMT, LKVFR_GROUP
------
NOT AVBL FOR TFC
VIA NETIR ABV FL95 IN LK EXC VIA LEDVA DCT NETIR",H24,S,"Implementation of FRA

Traffic via BAVOK, REGLI shall file LEDVA DCT KATQA DCT BAVOK, REGLI",,,LK,13-Sep-23
LK2382,,,,TUSIN,"ONLY AVBL FOR TFC
1. VIA MIKOV, LZBBFIR
2. ARR LKAAFIR EXC LKPD/CV/CS
3. VIA M984 BLW FL095 AT TUSIN
------
NOT AVBL FOR TFC
VIA MIKOV ABV FL95 IN LK EXC VIA TUSIN DCT MIKOV",H24,S,Implementation of FRA,,,LK,13-Sep-23
LK2347,,,,LANUX,"NOT AVBL FOR TFC
crossing LO-LK boundary
except
1. via OKG, HDO, BEFRE, TOMTI, LAGAR
2. ARR PRAGUE_GROUP, LKKV/PD/CV/NA, LKVFR_GROUP
3. via LANUX M725 below FL95 at LANUX
------
NOT AVBL FOR TFC
crossing LO-LK boundary with RFL above FL245 in LK except
1. DEP LOWW VIA HDO, BEFRE, TOMTI, LAGAR
2. ARR LKNA
------
NOT AVBL FOR TFC
1.ARR LOWW with RFL above FL245 in LK
2. DEP PRAGUE_GROUP except ARR LOWW
3. DEP LKMT/TB/KU/CS",H24,S,"Implementation of FRA

Traffic via HDO, BEFRE, TOMTI, LAGAR shall file LANUX and then VLM and then HDO, BEFRE, TOMTI, LAGAR
Traffic via OKG shall file LANUX and then VLM and then BALTU and then OKG
LO-LK overflights and ARR PRAGUE_GROUP above FL245 shall file LOKVU
DEP PRAGUE_GROUP not ARR LOWW shall file VOZ DCT NELPA DCT PISAM
Traffic through TMA Praha shall file VLM DCT OKL DCT ARTUP or VLM DCT OKL DCT BALTU",,,LK,13-Sep-23
LK2469,,,,LANUX,"NOT AVBL FOR TFC
ARR EDDB, EDDC, EDDP, EDDH, EDDW, HAVEL_GROUP, PRAGUE_GROUP, LKKV, LKCV, LKPD
ABV FL245 IN SECSI, SEEFRA",H24,C,"To prevent avoiding RAD by RFL

This traffic ARR LK** shall file NAVTI, BUDEX
ARR ED** shall file LOKVU, UPEGU",,LKAAACC,LK,13-Sep-23
EI2054,,,,TUGSI,"COMPULSORY FOR TFC
DEP BELFAST_GROUP
Via DEGOS-
LASNO, OMOKO, TAMEL, TUVEN, MAPAG, LESLU, LEDGO, MOPAT, NORLA,  ORTOM, TULTA, EVRIN, BANBA, SLANY, BAKUR, LIPGO",H24,S,"To avoid routing to EIDWCTA 
This traffic shall file 
1. DEGOS DCT TUGSI DCT 
LASNO/OMOKO/TAMEL/TUVEN/MAPAG/LESLU/LEDGO/
MOPAT/NORLA/EVRIN/BANBA/SLANY/
BAKUR/LIPGO",,,EI,15-Sep-23
EG3193,,,,KELLY/INKOB/SOSIM,"NOT AVBL FOR TFC
ViaVIA (ADODO, ATSIX, BALIX, ERAKA, ETILO, LUSEN, MATIK, ORTAV, RATSU)
And then viaAND THEN VIA EGPXFRA
ARR LONDON_GROUP",H24,S,This traffic shall use alternative FRA Exit via EMGAT/ ROVLA / ELBUS.,,,EG,15-Sep-23
EG2726,M87,SOQQA,UMTUM,,"ONLY AVBL FOR TFC
DEP EGLC
Type (D1, D2, D3, D4, O1, O2, O3, O4) equipped
------
COMPULSORY FOR TFC
DEP EGLC
ACFT-EQPT (D1, D2, D3, D4, O1, O2, O3, O4)
ABV FL085 IN EG
VIA (DVR, KONAN, RINTI, VABIK)",H24,S,"To ensure airway is only used for this traffic and for traffic which is RNAV1 or RNP1 equipped.
--------------------------
To reflect operational procedures and ensure correct FDP.",,,EG,15-Sep-23
LSLF1088,,,,GIGUS,"NOT AVBL FOR TFC
1. DEP LIMA, LIMB, LIMC, LIME, LIMG, LIML, LIMN, LIMP,  LSZA. LSZS
ABV FL305
2. DEP LIMF, LIMW, LIMZ
ABV FL285
3. DEP LIMA, LIMB, LIMC, LIME, LIMG, LIML, LIMN, LIMP,  LSZA, LSZS
ABV FL345
4. DEP LIMF, LIMW, LIMZ
ABV FL325
5. (LFMMCTA ABV FL245) AND THEN ARR (LIMF, LIMW, LIMZ)","H24
1.2 AIRAC MAR..AIRAC OCT 
3.4 AIRAC NOV..AIRAC  FEB 
5. WHEN (LFR221AZ, LFR221BZ, LFR222AZ, LFR222BZ LFR222CZ) ACT",S,"1.-4. LoA between GENEVA and Marseilles
5. Traffic with DEST LIMF, LIMW, LIMZ can plan via (EMMEF DCT LAPRI) or (ROBEX DCT LAPRI)",,"LSAGACC,LFMMACC","LS,LF",15-Sep-23
LSLF1113,,,,IRMAR,"NOT AVBL FOR TFC
1. ARR (LSMD/ZA/ZH/ZR/ZS, EDNY/TD/TM, BASEL_GROUP)
a. Above FL325 
b. Below FL315 if RFL is above FL315 before IRMAR in LFMMBB
 Except DEP NICE_GROUP
2. ARR (BERN_GROUP, GENEVA_GROUP,GENEVA_AREA)
a. Above FL285
b. Below FL245 if RFL is above FL245 before IRMAR in LFMMBB
3. Below FL335 if  RFL is above FL335 before IRMAR in  LFMMBB
Except  ARR (LS, EDNY/TD/TM, LFHN/LI/SB)
4. Except ARR (LS, LFHN/LI/SB/ST, EDDS/FM/JA/NL/NY/SB/TB/TD/TF/TL/TM/TN/TO/TR/TS/TX/TY/TZ, ETHL)
a. Below FL355 if RFL is above FL355 before IRMAR in LFMMBB
b. Below FL375 if RFL is above FL375 before IRMAR in LFMMBB
5. ARR (LSMD/ZA/ZH/ZR/ZS, EDNY/TD/TM, BASEL_GROUP)
a. Above FL345 
b. Below FL335 if RFL is above FL335 before IRMAR in LFMMBB Except DEP NICE_GROUP
6. ARR  (BERN_GROUP, GENEVA_GROUP,GENEVA_AREA)
a. Above FL305
b. Below FL285 if RFL is above FL285 before IRMAR in LFMMBB
7. ARR(EDDS/FM/JA/NL/SB/TB/TL/TM/TO/TX/TY, ETHL, LFST)
Above FL345 at IRMAR
8. IRMAR DCT KINES BLW FL245 EXC IRMAR DCT MEDAM DCT (KINES, VANAS) BLW FL245","1.a AIRAC MAR..AIRAC OCT
1.b. 06:00..21:00 (05:00..20:00)  
 AIRAC MAR..AIRAC OCT 
2.a AIRAC MAR..AIRAC OCT 
2.b. 06:00..21:00 (05:00..20:00) 
 AIRAC MAR..AIRAC OCT 
3. 06:00..21:00 (05:00..20:00)
4: 06:00..21:00 (05:00..20:00)
5.a. AIRAC NOV..AIRAC FEB 
5.b. 06:00..21:00 (05:00..20:00) 
AIRAC NOV ..AIRAC FEB 
6.a. AIRAC NOV..AIRAC FEB 
6.b. 06:00..21:00 (05:00..20:00) 
AIRAC NOV..AIRAC FEB   
7. H24
 AIRAC MAR ..AIRAC OCT
8. WHEN LFR221AZ, LFR221BZ  ACT",S,"1.6 LoA with LFMMACC
   To prevent Low filing. File SOSAL/LAMUR FL220, SOSAL/LAMUR FL180 BASEL_GROUP 
2.7  LoA with LFMMACC
   To prevent Low filing. File MOLUS/FL100  
3. To prevent Low filing 
4. To prevent Early descent 
5.-7 LoA with LFMMACC
8. Restriction due to military zone R221-A and R221-B, alternative is IRMAR DCT MEDAM DCT (KINES, VANAS)",,"LSAGACC,LFMMACC","LS,LF",15-Sep-23
LF3120,UT423,IBODI,TRO,,"NOT AVBL FOR TFC
1. ARR LILLE_GROUP, PARIS_GROUP, LFLA/OK/PM/QA/QB, ARR EB**
2. DEP GENEVA_GROUP, GENEVA_AREA, LFLB, LFLP
3. ARR EG**,  EI**
Except
a. DEP LIMC/ME/MF/MJ/MZ/RP 
b. ARR EGJ*
c. DEP LIR* via 
- KOPOR UY376 VESAN
- KOPOR UM976 ABNUR
d. DEP LIM* via 
- KOPOR UM733 SOSUN
- KESAX UT421 KUNAV
e. DEP LIRA/RF/RQ with ARR EGSS
4. ARR  B***, C***, K***, M***, S***, T***
Except 
a. DEP LIM*, LIP*, LIRP
b. DEP LIR* via KOPOR UY376 VESAN
5. Type B734",H24,C,"To segregate arriving traffic from overflying traffic. To force traffic onto a dedicated route
3f 3g 3h To accomodate traffic during eNM20 summer routings (linked with RExxxx20.107 RExxxx20.109 RExxxx20.127), timing opens one hour longer than these restrictions due to downstream flow.

The following might be re-introduced in the Summer
3 f.  DEP LIR and ARR EG  06:00..23:00 (05:00..22:00)
3 g. DEP LIEO and ARR EG SAT- SUN 05:00..22:00
3 h. DEP LMML and ARR EG 06:00..20:00 (05:00..19:00)
",,LFEEACC,LF,15-Sep-23
LG2067,,,,RIPLI,"NOT AVBL FOR TFC
1.Via RIPLI then KEA and then via (ATV, KOR, DDM)
Except 
a. DEP (LGMK/SM, LTAI)
b. Via REDRA 
c. Type M
2.Via RIPLI UN137 SKPAND THEN LGMDW 
a. DEP (LGAV/MK/NX/PA/SR/ML/SO)
b. DEP (LGKO/RP)
Except ARR LGTS 
------
COMPULSORY FOR TFC
Via REDRA except 
1. ARR LGKO/KP/MK/RP/SM
2.DEP LGKO/KP/MK/RP/SM","1 AIRAC MAR..AIRAC OCTNOV 04:00..21:00 
1c. H24
2a.H24
2b.AIRAC MAR..AIRAC OCTNOV 04:00..21:00 

------
H24",S,"1.To avoid crossing main traffic flows 
2a.To prevent traffic flying in undefined airspace 
2b.To segreate arriving and departing traffic  

To disperse the conflicts harmoniously amongst sectors ",,,LG,15-Sep-23
LG2166,,,,REDRA,"NOT AVBL FOR TFC
1.DEP (E***, L***) crossing LT-LG boundary
Except 
a. DEP (LT**, LGSM)  
b. Type M
2.ARR (E***, L***)  crossing LG-LT boundary
Except 
a. ARR (LT**, LGSM) 
b. Type M","AIRAC MAR..AIRAC OCTNOV 04:00..21:00

",S,"To prevent traffic convergence with right angle crossing flow, due to limited manoeuvring space

",,,LG,15-Sep-23
LG2159,,,,MANOK,"NOT AVBL FOR TFC
ARR LGIR","H24
AIRAC MAR...AIRAC OCTNOV",S,To avoid LGSAMTMASOUDA MILITARY TMA,,,LG,15-Sep-23
LG2209,,,,PINDO,"NOT AVBL FOR TFC
1. via PINDO and then via LA
Except
a.via (GOLDO,RIKSO,VEXOL) and then via PINDO
b.DEP (LGAL/BL/HI/KV/LM/MT/SK/TS) 
2. via LA and then via PINDO 
ARR: (LGKO/RP/SM)","1. H24
2a. AIRAC MAR..AIRAC OCTNOV H24
2b. 04:00..21:00      ",S,To avoid convergence with major traffic flows,,,LG,15-Sep-23
LG2212,,,,SIT,"COMPULSORY FOR TFC
Via (EVENO,ALKIS) ARR (LGIR/SA)",AIRAC MAR..AIRAC OCTNOV H24,S,To prevent from loading Milos Sectors,,,LG,15-Sep-23
