ARR ID,ARR AD,"First PT STAR /
STAR ID",DCT ARR PT,ARR FPL Option,"ARR Time
Applicability","ARR Operational
Goal",ARR Remarks,NAS / FAB,"Release
Date"
LR5557,LRSM,,SAT,"NOT AVBL FOR TFC
ARR LRSM
Except
1. Via RUMUK DCT/M423 SAT
2. Via KARIL DCT/T33 SAT",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5559,LRSV,,PASKA,"NOT AVBL FOR TFC
ARR LRSV
Except
Via ADMEC DCT/T4 PASKA",H24,"To facilitate FRA operations
To provide connectivity to AD with no published STAR",,LR,04 AUG 2021
LR5562,LRTC,,DUNAV,"NOT AVBL FOR TFC
ARR LRTC
Except
Via GLT DCT/Z934 DUNAV",H24,To facilitate FRA operations,,LR,04 AUG 2021
EN5597,ENBO,,"NUMSI, PAIMI, ADGOK","ONLY AVBL FOR TFC
acft-type helicopter",H24,To facilitate correct ARR flow,,EN,03 SEP 2021
ED5562,EDAY,,RENKI,,H24,to force traffic via the correct arrival points/routing,,ED,19 AUG 2021
LS5594,LSNB,,"LS105, UMTOP","ONLY AVBL FOR TFC
acft-type helicopter",H24,To provide connectivity from LFN to AD.,,LS,14 APR 2022
LR5569,LROP/LRBS,"SORDU, OBUGA, OSTAL, NETUL, IDARU",,"NOT AVBL FOR TFC
ARR LROP/LRBS 
Via LRBBBM19, UKLVCTA",H24,To facilitate correct ARR traffic flow towards LROP,,LR,26 NOV 2021
EV5503,EVRA,"AMOLI, ASKOR, BARVA ERIVA, GUNTA, LAPSA, LUTAL, ORVIX, TENSI, TUSAS, VANAG",,"COMPULSORY FOR TFC
ARR EVRA
except DEP EVRA with flt-type M, X",H24,to facilitate traffic,,EV,31 AUG 2021
LF5827,LFMD/LFMN/LFTZ,KERIT,,"ONLY AVBL AND COMPULSORY FOR TFC
1.Via TORTU/DOBIM
2.DEP LFKB/LFKS",H24,Flow organization,,LF,06 SEP 2021
EE5513,EETN,,FUCPO/LEFSE/MUHMU/WALHE,"ONLY AVBL FOR TFC
acft-type helicopter",H24,Only available for helicopters,,EE,18 OCT 2021
UK5513,UKBB,SULUM,,"ONLY AVBL AND COMPULSORY FOR TFC
via NIROV, LIDNO
This traffic shall file
[NIROV T199 GAMLA N180], [LIDNO N180] SULUM",H24,FRA Arrival Connecting Route,,UK,01 OCT 2021
UK5514,UKBB,SLV,,"ONLY AVBL AND COMPULSORY FOR TFC
via BUDUK, LAPVA, VESEL
This traffic shall file
[LAPVA M70], [BUDUK M986], [VESEL M854]  SLV",H24,FRA Arrival Connecting Route,,UK,01 OCT 2021
UK5542,UKKK,SLV,,"ONLY AVBL AND COMPULSORY FOR TFC
via BUDUK, LAPVA, VESEL
This traffic shall file
[BUDUK M986], [LAPVA M70], [VESEL M854] SLV",H24,FRA Arrival Connecting Route,,UK,01 OCT 2021
UK5543,UKKK,TUVOG,,"ONLY AVBL AND COMPULSORY FOR TFC
via KUVAL, NEMIP
This traffic shall file
[KUVAL M856], [NEMIP N181] TUVOG",H24,FRA Arrival Connecting Route,,UK,01 OCT 2021
UK5545,UKKK,GAMLA,,"ONLY AVBL AND COMPULSORY FOR TFC
via NIROV, LIDNO
This traffic shall file
[NIROV T199], [LIDNO N180] GAMLA",H24,FRA Arrival Connecting Route,,UK,01 OCT 2021
LE5763,LEMH,MORSS,,"NOT AVBL FOR TFC
DEP LEPA/LESJ",H24,TO CORRECT ALLOCATION OF ARRIVING TRAFFIC,,LE,08 SEP 2021
EN5529,ENGM,ADOPI,,"NOT AVBL FOR TFC
Flight Type S
1. Overfly sect: ENOS5  
     This traffic shall file RIPAM
2. DEP EGLL/SS/KK",H24,To facilitate correct ARR traffic flow.,,EN,01 OCT 2021
LF5854,LFMH,,MEBAK,"ONLY AVBL FOR TFC
DEP LFLB/LP",H24,To enable connectivity to LFMH from nearby aerodromes,,LF,29 OCT 2021
LF5882,LFST,,HW808,"ONLY AVBL FOR TFC
eng-type helicopter",H24,To provide connection between LFN and hospital.,,LF,29 OCT 2021
LF5704,LFWM,,"IM261, WM802","ONLY AVBL FOR TFC
eng-type helicopter",H24,To provide connection between LFN and hospital.,,LF,29 OCT 2021
LF5503,LFMQ,,GEMKO,"ONLY AVBL FOR TFC
DEP LFNE/NT/MA/MQ/MV/MY",H24,To enable connectivity to LFMQ from nearby airports,,LF,29 OCT 2021
EG5636,EGAE,,"BAMLI,CFN","ONLY AVBL FOR TFC
below FL245",H24,Traffic orientation,,EG,29 OCT 2021
LL5516,LLBG,"SALAM, AMMIT",,"NOT AVBL FOR TFC
Crossing LC-LL boundary",H24,To force traffic via the correct STAR,,"LL, NM",07 OCT 2021
LQ5500,LQBK,,BOSNA,,H24,to facilitate arrival,,LQ,08 OCT 2021
EG5735,EGHE,,DOLUR,,H24,To facilitate flight planning,,EG,29 OCT 2021
EG5681,EGDR,,"DAWLY, EXMOR",,H24, To facilitate flight planning,,EG,29 OCT 2021
GC5525,GCRR,,ORTIS,"NOT AVBL FOR TFC
except
1. DEP LPMA / PS, AZORES_GROUP
2. type B38M/B39M","SAT, SUN H24","No STAR available, expect routing via ORTIS-SARAY-LZR-LTE
",,GC,08 NOV 2021
EG5506,EGAA,,BELZU,,H24,To enable correct routeings.,,EG,09 NOV 2021
EG5507,EGAB,,BELZU,,H24,To enable correct routeings.,,EG,09 NOV 2021
EN5507,ENCN,,SVA,"ONLY AVBL FOR TFC
1. DEP KJEVIK_GROUP
2. Type Helicopter",H24,To facilitate correct ARR traffic flow,,EN,10 NOV 2021
EG5578,EGGW,FINMA,,"COMPULSORY FOR TFC
acft-eqpt RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
DEP MANCHESTER_GROUP above FL075",H24,To ensure traffic uses the FINMA1L STAR,,EG,06 JAN 2022
EG5734,EGGW,TOSVA,,"COMPULSORY FOR TFC
VIA: COA/SUMUM
acft-eqpt RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
WITH RFL ABOVE FL125 IN EGTTFIR",H24,TO ENSURE CORRECT STAR IS FILED,,EG,06 JAN 2022
EH5505,EHGG,,"HECTI, OMFAR","ONLY AVBL FOR TFC
flt-type(X)",H24,To facilitate local training flights,,EH,24 DEC 2021
LSLF5505,"LFLI,LFHN   ",,"GVA, BIVLO","COMPULSORY FOR TFC
via ED, LF, LI, LS",H24,To create arrival connection points for the mentioned aerodromes so that standardized routings can to these points can be established.,,"LS, LF",26 NOV 2021
LF7006,LFMC,,LUC,"COMPULSORY FOR TFC
With RFL above FL115 in LFMMCTA",H24,To enable connectivity to LFMC,,LF,24 DEC 2021
LF7010,LFTF,,CUERS,"COMPULSORY FOR TFC
With RFL above FL115 in LFMMCTA",H24,To enable connectivity to LFTF,,LF,24 DEC 2021
LF7017,LFMF,,GAPDO/LUC/PIGOS,,H24,To enable connectivity to LFMF,,LF,24 DEC 2021
EN5576,ENTC,MANKI,,"ONLY AVBL FOR TFC
1. DEP ES**/ENDU
2. VIA ULLLFIR/EFINFIR/EETTFIR/EVRRFIR/EYVLFIR/UMKKFIR/EPWWFIR",H24,To facilitate correct ARR traffic flow,,EN,26 NOV 2021
LP5508,LPPT,LIGRA,,"COMPULSORY FOR TFC
ARR LPPT via BEXAL",H24,To enable correct ARR routings.,,LP,29 NOV 2021
LF5884,LFRB,ANLEV,,"NOT AVBL FOR TFC
via LFFRANW
Except via LELNA,FEJAC And then [BADUR  T120 ANLEV]",H24,To organize arriving traffic from LFFRANW,,LF,24 DEC 2021
LF5894,LFRJ,,ANLEV,"NOT AVBL FOR TFC
via LFFRANW
Except via LELNA,FEJAC And then [BADUR  T120 ANLEV]",H24,To organize arriving traffic from LFFRANW,,LF,24 DEC 2021
LF5881,LFEC,,MATER,"NOT AVBL FOR TFC
via LFFRANW
Except via
1. DELOG, NENEM,KORER And then [ARE DCT GU DCT MATER]
2. LELNA,FEJAC And then [BADUR T120 BODIL DCT MATER]
3. ALUTA,LARLA,DOLUR,SALCO,SKESO,ADRUD And then [NOKVI DCT MATER]
4. LOTEE,KORUL And then [QPR DCT GU DCT MATER]
5. DELOG,NENEM,BAGAD And then [ROSPO DCT GU DCT MATER]",H24,To organize arriving traffic from LFFRANW,,LF,24 DEC 2021
LF5904,LFRO,,BADUR,"NOT AVBL FOR TFC
via LFFRANW
Except via LELNA,FEJAC",H24,To organize arriving traffic from LFFRANW,,LF,24 DEC 2021
LF5912,LFRU,,BADUR,"NOT AVBL FOR TFC
via LFFRANW
Except via LELNA,FEJAC",H24,To organize arriving traffic from LFFRANW,,LF,24 DEC 2021
LF5910,LFRT,,BADUR,"NOT AVBL FOR TFC
Not available for traffic via LFFRANW
Except via
1. DELOG,LOTEE,KORUL,ALUTA,LARLA,DOLUR,SALCO,SKESO,ADRUD And then [ARE G27 BADUR]
2. LELNA,FEJAC",H24,To organize arriving traffic from LFFRANW,,LF,24 DEC 2021
LF5891,LFRH,,IDRIK,"NOT AVBL FOR TFC
via LFFRANW
Except via
1. DELOG,LOTEE,KORUL,GALOF
2. RATUF with type M",H24,To organize arriving traffic from LFFRANW,,LF,24 DEC 2021
EG5694,EGPD,,RIMOL,"NOT AVBL FOR TFC
Via EGPXFRA",H24,"To enable low level traffic to connect to EGPD.
Traffic via EGPX FRA shall file the FRA arrival connecting route RIMOL DCT ADN DCT.",,EG,20 DEC 2021
EGLF5510,EGJA,,"ALD, GUR, JSY","NOT AVBL FOR TFC
Except DEP (EGJB, EGJJ)",H24,To enable/enforce correct arrival routeings.  To enable inter-island traffic.,,"EG, LF",07 JAN 2022
EGLF5512,EGJB,,"ALD, GUR, JSY","NOT AVBL FOR TFC
Except DEP (EGJA, EGJJ)",H24,To enable/enforce correct arrival routeings.  To enable inter-island traffic.,,"EG, LF",07 JAN 2022
EGLF5514,EGJJ,,"ALD, GUR, JSY","NOT AVBL FOR TFC
Except DEP (EGJA, EGJB)",H24,To enable/enforce correct arrival routeings.  To enable inter-island traffic.,,"EG, LF",07 JAN 2022
LF7024,LFML,,MTG,"ONLY AVBL FOR TFC
DEP LFMI",H24,To enable connectivity to LFML from nearby airport,,LF,18 MAR 2022
LF7029,LFMI,,MTG,"ONLY AVBL FOR TFC
DEP LFML/LFMQ/LFMT",H24,To enable connectivity to LFMI from nearby airports,,LF,18 MAR 2022
LF7031,LFMI,,ALM,"ONLY AVBL FOR TFC
DEP LFMA",H24,To enable connectivity to LFMI from nearby airport,,LF,18 MAR 2022
LF7005,LFBN,,"ABSIE, OLERO, POI, VERAC",,H24,Airport connectivity,,LF,18 MAR 2022
LF7015,LFFK,,"ABSIE, LUGEN",,H24,Airport connectivity,,LF,18 MAR 2022
LF7032,"LFCA, LFEL",,"POI, OMARI, OLINO, BALAN",,H24,Airport connectivity,,LF,18 MAR 2022
LF7036,LFOD,,GINON,"COMPULSORY FOR TFC
via LFBITMA",H24,Traffic ARR LFOD via POITIERS SIV should file via GINON,,LF,18 MAR 2022
EG5738,EGLF,"ABSAV1P, NOTGI1P, CPT1P",,"NOT AVBL FOR TFC
acft-eqpt RNAV1 (D1, D2, D3, D4, O1, O2, O3, O4)",H24,RNAV5 STARS FOR EGLF ARRIVALS,,EG,25 APR 2022
EG5538,EGLK,"ABSAV1P, NOTGI1P, CPT1P",,"NOT AVBL FOR TFC
acft-eqpt RNAV1 (D1, D2, D3, D4, O1, O2, O3, O4)",H24,RNAV5 STARS for EGHL /EGLF/EGLK / EGTD / EGTF / EGVO,,EG,25 APR 2022
EN5598,ENBO,,BDO,"ONLY AVBL FOR TFC
DEP ENLK/ENBO",H24,To facilitate correct ARR traffic flow,,EN,18 MAR 2022
EN5574,ENBO,,ROTOT,"ONLY AVBL FOR TFC
DEP ENRS/ENBO",H24,To facilitate correct ARR traffic flow,,EN,18 MAR 2022
EN5577,ENTC,,TRO,"ONLY AVBL FOR TFC
DEP ENSR/ENDU/ENTC",H24,To facilitate correct ARR traffic flow,,EN,18 MAR 2022
LF5965,EGJB,BEVAV,"LERAK,TUNIT, BEVAV","COMPULSORY FOR TFC
VIA LFFRANW",H24,To organize arriving traffic from LFFRANW,,LF,18 MAR 2022
ED5538,ETNS,,SWG,,H24,To force traffic onto correct arrival routing,,ED,18 MAR 2022
LS5601,LSZH,BERSU,,"NOT AVBL FOR TFC
via LSASFRA
except via KORED N871 BERSU",H24,To facilitate FRA operations.,,LS,18 OCT 2022
LS5602,LSZH,DOPIL,,"NOT AVBL FOR TFC
via LSASFRA
except via GUDAX Z57 DOPIL",H24,To facilitate FRA operations.,,LS,18 OCT 2022
LS5603,LSZH,NEGRA,,"NOT AVBL FOR TFC
via LSASFRA
except via RAVED L856 NEGRA",H24,To facilitate FRA operations.,,LS,18 OCT 2022
LS5604,LSZH,RILAX,,"NOT AVBL FOR TFC
via LSASFRA
except via
1. via IBINI T721 RILAX
2. via NATOR T723 RILAX
3. via EMKIL T724 RILAX",H24,To facilitate FRA operations.,,LS,18 OCT 2022
EH5520,EHAM,"ARTIP, DENUT, EEL, HELEN, LAMSO, MOLIX, NORKU, PESER, REDFA, RKN, TOPPA",,"COMPULSORY FOR TFC
with RFL above FL055
except DEP AMSTERDAM_GROUP, EBAW",H24,to segregate traffic flows,,EH,02 MAR 2022
LF5874,LFBE,"VELIN, BUGUS, RUMEL","IBDER, SAU, VELIN, BUGUS, RUMEL","COMPULSORY FOR TFC
via LFBBUBDX
------
NOT AVBL FOR TFC
via LFBBUBDX except
1. via URUNA DCT BTZ DCT VAVIX DCT OSMOB DCT SAU
2. via GALOF DCT CNA R17 VELIN
3. via TUPAR DCT CNA R17 VELIN
4. via LMG A34 BUGUS
5. via ANETO DCT AGN A34 RUMEL
6. via GIROM DCT AGN A34 RUMEL
7. via NATPI DCT EVNAM DCT AGN A34 RUMEL
8. via GEANT DCT ROCAN DCT TOU DCT AGN A34 RUMEL
9. via FJR DCT GAI DCT LACOU A34 RUMEL
10. via REPSI DCT LERGA DCT MINSO DCT ROMAK V14 IBDER
11. via ESIDA DCT LERGA DCT MINSO DCT ROMAK V14 IBDER",H24,"Airport connectivity
----
to organize ARR in LFBBUBDX","Other STAR only available below FL195 in LFBBFIR
FRA rule
In CACD define as per Annex3B:
OSMOB DCT SAU, URUNA DCT BTZ: MEA-UNL
VAVIX DCT OSMOB, FJR DCT GAI: FL145-UNL
Other DCTs: FL195-UNL",LF,12 AUG 2022
LG5505,LGKF,,KFN,"ONLY AVBL FOR TFC
DEP LGPZ / RX / ZA",H24,"Lack of STARs from the side of LGPZ.
LGKF/RX/ZA aerodromes in close proximity, in the same ANDRAVIDA MIL TMA ",,LG,05 MAR 2022
ES5551,ESSB,"ARS, HMR,  TINKA,  TRS, XILAN","ALOLA, SBA","COMPULSORY FOR TFC
with RFL above FL095 in ES, EK, EN, EF, EE, EV, EY, EP, ED 
except for DEP STOCKHOLM_GROUP",H24,"To facilitate correct ARR traffic flow
Stockholm TMA",,ES,14 APR 2022
ES5552,ESSA,"ELTOK, HMR, NILUG, XILAN",,"COMPULSORY FOR TFC
with RFL above FL095 in ES, EK, EN, EF, EE, EV, EY, EP, ED 
except for DEP STOCKHOLM_GROUP",H24,"To facilitate correct ARR traffic flow
Stockholm TMA",,ES,14 APR 2022
ES5553,ESGG,"ARQUS, KELIN, LOBBI, MAKUR, MOXAM, NEGIL, RISMA",,"COMPULSORY FOR TFC
with RFL above FL095 in ES, EK, EN, EF, EE, EV, EY, EP, ED 
except for DEP GOTHENBURG_GROUP",H24,"To facilitate correct ARR traffic flow
Goteborg TMA",,ES,14 APR 2022
ES5554,ESMS,"BAKLI, DETUS, EKRAL, ERNOV, RASMU, ROE",,"COMPULSORY FOR TFC
with RFL above FL095 in ES, EK, EN, EF, EE, EV, EY, EP, ED 
except for DEP COPENHAGEN_GROUP, MALMO_GROUP",H24,"To facilitate correct ARR traffic flow
Copenhagen / Malmoe / Halmstad TMA",,ES,14 APR 2022
LG5500,LGKL,,TRL,,H24,Lack of TRL STAR ref RWY35L,,LG,05 MAR 2022
LF7038,LFLP,,TOLNA,"ONLY AVBL FOR TFC
Via LAZUZ KY178 TOLNA",H24,To allow connection for acft-type helicopter,,LF,18 MAR 2022
LF7040,LFLG,,PONNE,"ONLY AVBL FOR TFC
Acft-type Helicopter",H24,To allow connection for acft-type helicopter,,LF,18 MAR 2022
EG5740,EGNX,DOLOP,,"COMPULSORY FOR TFC
acft-eqpt RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
via DEXEN",H24,To ensure correct connectivity to STAR,,EG,14 APR 2022
EG5741,EGNX,MAKUX,,"COMPULSORY FOR TFC
acft-eqpt RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
via pt VAKPO",H24,To ensure correct connectivity to STAR,,EG,14 APR 2022
EG5742,EGNX,MALUD,,"COMPULSORY FOR TFC
acft-eqpt RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
via LIFFY/BOFUM
above FL145 at MALUD",H24,To ensure connectivity to STAR,,EG,14 APR 2022
EG5744,EGNX,WAL,,"COMPULSORY FOR TFC
acft-eqpt RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
via pt BAROS/PENIL/NOMSU",H24,To ensure connectivity to STAR,,EG,14 APR 2022
EG5745,EGNX,AMPIT,,"COMPULSORY FOR TFC
acft-eqpt RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
via ENDEQ/EPOXI",H24,To ensure connectivity to STAR,,EG,14 APR 2022
EG5747,EGGP,ELVOS,,"COMPULSORY FOR TFC
acft-eqpt RNAV1 (D1,D2,D3,D4,O1,O2,O3,O4)
via AKUPA",H24,To ensure connectivity to STAR,,EG,14 APR 2022
EG5749,EGCC,ELVOS,,"COMPULSORY FOR TFC
acft-eqpt RNAV1 (D1,D2,D3,D4,O1,O2,O3,O4)
via AKUPA",H24,To ensure connectivity to STAR,,EG,14 APR 2022
EG5772,EGBB/EGBE,CROFT/BEGAM/POL/VEGUS/LIBSO,,"ONLY AVBL FOR TFC
acft-eqpt RNAV1 (D1,D2,D3,D4,O1,O2,O3,O4)",H24,RNAV1 only STAR,,EG,14 APR 2022
EG5773,EGNX,CROFT/BEGAM/POL/VEGUS/LIBSO,,"ONLY AVBL FOR TFC
acft-eqpt RNAV1 (D1,D2,D3,D4,O1,O2,O3,O4)",H24,To connect to RNAV1 STAR,,EG,14 APR 2022
EG5774,EGCC,LAKEY/SETEL/TILNI/OTBED/LIBSO,,"ONLY AVBL FOR TFC
acft-eqpt RNAV1 (D1,D2,D3,D4,O1,O2,O3,O4)",H24,To connect to RNAV1 STAR,,EG,14 APR 2022
EG5776,EGCC,MALUD,,"COMPULSORY FOR TFC
acft-eqpt RNAV1 (D1,D2,D3,D4,O1,O2,O3,O4)
via LIFFY/BOFUM",H24,To connect to RNAV1 STAR,,EG,14 APR 2022
EG5777,EGCC,PENIL,,"ONLY AVBL FOR TFC
acft-eqpt RNAV1 (D1,D2,D3,D4,O1,O2,O3,O4)",H24,To connect to RNAV1 STAR,,EG,14 APR 2022
EG5778,EGCC,MAKUX,,"ONLY AVBL FOR TFC
acft-eqpt RNAV1 (D1,D2,D3,D4,O1,O2,O3,O4)",H24,To connect to RNAV1 STAR,,EG,14 APR 2022
EG5779,EGGP,BOFUM/PENIL/LAKEY/GASKO/POL/VEGUS/LIBSO,,"ONLY AVBL FOR TFC
acft-eqpt RNAV1 (D1,D2,D3,D4,O1,O2,O3,O4)",H24,To connect to RNAV1 STAR,,EG,14 APR 2022
EG5782,EGCC,,ROSUN/MIRSI/DAYNE,"ONLY AVBL AND COMPULSORY FOR TFC
acft eqpt: NON RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
arr EGCC",H24,RNAV5 arrival,,EG,14 APR 2022
EG5783,EGGP,,KEGUN/TIPOD,"ONLY AVBL AND COMPULSORY FOR TFC
acft eqpt: NON RNAV1(D1,D2,D3,D4,O1,O2,O3,O4)
arr EGGP",H24,RNAV5 arrival,,EG,14 APR 2022
EK5525,EKBI,,"LOKSA,GELBA",,H24,To allow direct flight planning to the airport,,EK,18 MAR 2022
EK5523,EKCH,"ERNOV, MONAK, TESPI, TIDVU, TUDLO",,"COMPULSORY FOR TFC
except
1. DEP COPENHAGEN_GROUP, MALMO_GROUP
2. DEP EK**  via KOR,TNO
3 OUTSIDE_GROUP via TNO",H24,To force traffic onto the correct STAR,,EK,18 MAR 2022
EK5526,EKKA,,"RIKSU, KAR, REVBO",,H24,"To allow direct flight planning to the airport
",,EK,18 MAR 2022
EK5524,EKRK,,"ERNOV, KOR, ROBUS, TIDVU, TNO","COMPULSORY FOR TFC
except DEP COPENHAGEN_GROUP, MALMO_GROUP",H24,To force traffic onto the correct ARR route,,EK,18 MAR 2022
EK5527,EKRK,,"TIDVU,KOR,ROBUS,ERNOV,TNO",,H24,"To force traffic onto the correct ARR route
",,EK,18 MAR 2022
EK5528,EKYT,,"AAL,BAKIT,GIPUG",,H24,"To allow direct flight planning to the airport
",,EK,18 MAR 2022
LE5716,LEST,TURON,,"NOT AVBL FOR TFC
DEP MADRID_GROUP",H24,To segregate traffic flows,,LE,14 APR 2022
LE5717,LEVX,TURON,,"NOT AVBL FOR TFC
DEP MADRID_GROUP",H24,To segregate traffic flows,,LE,14 APR 2022
EI5558,EIWF,,WTD,,H24,Connectivity to EIWF and AIP Conditions,,EI,18 MAR 2022
LF5984,LFLC,"GERVA, SOMTI",,"COMPULSORY FOR TFC
via (LFBBCTA, LFBBFIR) except via ATRID","when LFR68A and LFR68B and LFR68C and LFR68D are not active
","To force traffic on GERVA, SOMTI when all military areas are not active.
In case of military activity, file via MINPA, RISUN",,LF,14 APR 2022
LF5985,LFLC,"RISUN, MINPA",,"COMPULSORY FOR TFC
via (LFBBCTA, LFBBFIR) except via ATRID",when LFR68A or LFR68B or LFR68C or LFR68D is active,"To prevent planification inside active military area
When all military areas are not active, file via GERVA, SOMTI",,LF,14 APR 2022
LS5611,LSGG,BANKO,,"NOT AVBL FOR TFC
via LSASFRA
except 
1. via AOSTA L615 BANKO
2. via KUKEV L50 BANKO",H24,To define FRA connections for traffic arriving LSGG,FRACH,LS,18 OCT 2022
LF7043,LFCC,,"AULON, LACOU, LAVRA, NARAK",,H24,Airport connectivity,,LF,14 APR 2022
EI5501,EICK,"ORTOM1R,SOVIX1G,1R",,"NOT AVBL FOR TFC
When EID13 is active",H24,To force traffic onto the correct orientation,,EI,18 MAR 2022
EI5527,EICK,,OMOKO,,H24,To force traffic onto the correct orientation,,EI,18 MAR 2022
EI5533,EIDL,,CFN,,H24,Connectivity to EIDL and AIP Conditions,,EI,18 MAR 2022
EI5534,EIKN,,CON,,H24,Connectivity to EIKN and AIP Conditions,,EI,18 MAR 2022
EI5525,EIKY,,KER,,H24,Connectivity to EIKY and AIP Conditions,,EI,18 MAR 2022
EI5535,EIME,,BAL,,H24,Connectivity to EIME,,EI,18 MAR 2022
EI5524,EISG,,SLG,,H24,Connectivity to EISG and AIP Conditions,,EI,18 MAR 2022
LF5707,LFMH,,AMIKO/BELEP/ETREK/LSE/MURRO,,H24,Airport connectivity,,LF,14 APR 2022
EG5518,EGGW,,ZAGZO,"ONLY AVBL FOR TFC
DEP EGTC",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022
EG5547,EGSS,,ABBOT,"ONLY AVBL FOR TFC
1. DEP EGMC/EGLC/EGSC/EGSH/EGU*/EGX*",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022
EG5548,EGGW,,ABBOT,"ONLY AVBL FOR TFC
1. DEP EGMC/EGSC/EGSH/EGU*/EGX*
2. Via BARMI
     acft-eqpt NOT (D1,D2,D3,D4,O1,O2,O3,O4)",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022
EG5664,EGPE,,FINDO,"NOT AVBL FOR TFC
via (HAVEN, LORTA, TLA)",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022
EG5637,EGAE,,DEGOS,"ONLY AVBL FOR TFC
above FL245",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022
EG5678,EGNT,,DCS,"NOT AVBL FOR TFC
Via LAKEY, SETEL,  SUBUK",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022
EG5674,EGNT,,BLACA,"ONLY AVBL FOR TFC
DEP BELFAST_GROUP",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022
EG5549,EGBB,,CHASE,"ONLY AVBL FOR TFC
DEP EGCC",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022
EG5565,EGCC,,ROSUN,,H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022
EG5563,EGCC,,MIRSI,,H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022
EG5564,EGCC,,MCT,"ONLY AVBL FOR TFC
DEP EGGP",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022
EG5530,EGCC,,WAL,"ONLY AVBL FOR TFC
DEP EGNL",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022
EG5532,EGGP,,WAL,"ONLY AVBL FOR TFC
DEP EGNL",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022
EG5533,EGGP,,ROSUN,"ONLY AVBL FOR TFC
DEP EGNM",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022
EG5534,EGGP,,TIPOD,,H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022
EG5519,EGKK,,"TIMBA,WILLO","ONLY AVBL FOR TFC
below FL085 in EGTTFIR",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022
EG5574,EGLD,,"BIG,BNN,LAM,OCK","ONLY AVBL FOR TFC
1.With RFL below FL085 in EGTTFIR 
2. DEP EGSH,U*/X*",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022
EG5527,EGLL,,"BIG,BNN,LAM,OCK","ONLY AVBL FOR TFC
1.With RFL below FL085 in EGTTFIR 
2. DEP EGSH/U*/X*",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022
EG5523,EGMC,,DET,"ONLY AVBL FOR TFC
DEP LONDON_GROUP, EGK*",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022
EG5552,EGMC,,ALKIN,"ONLY AVBL FOR TFC
DEP EGTC/TK",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022
EG5596,EGMD,,DIMAL,"NOT AVBL FOR TFC
ARR EGMD",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022
EG5568,EGNH,,VANIN,"ONLY AVBL FOR TFC
DEP EGNS",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022
EG5516,EGNH,,"ASNIM,EKLAD","ONLY AVBL FOR TFC
DEP EGCC",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022
EG5510,EGNH,,NELSA,"ONLY AVBL FOR TFC
DEP EGNM",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022
EG5531,EGNT,,POL,"ONLY AVBL FOR TFC
below FL125",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022
EG5569,EGNX,,"EME,UPDUK","ONLY AVBL FOR TFC
DEP EGCC/EGGP/BRIZE_GROUP",H24,To enable/enforce correct connectivity to standard routeings and reflect operational procedures.,,EG,14 APR 2022
